expansion_id,standard_id,standard_number,expansion_type,expanded_query,language,generation_method,authority_status,validation_status
EXP-V03-13392-1,MSV1-61FD524288A58AA5,IS 16546:2016,TITLE_DERIVED_QUERY,clothing protection against contact with blood body fluids,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13392-2,MSV1-61FD524288A58AA5,IS 16546:2016,TITLE_DERIVED_QUERY,clothing protection against contact,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13393-1,MSV1-26B606F4D41E7F43,IS 16548:2016,TITLE_DERIVED_QUERY,clothing protection against infectious agents method resistance microbial,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13393-2,MSV1-26B606F4D41E7F43,IS 16548:2016,TITLE_DERIVED_QUERY,clothing protection against infectious,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13394-1,MSV1-D88F1678DF274914,IS 16462:2016,TITLE_DERIVED_QUERY,plastic piping ducting systems determination long term hydrostatic,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13394-2,MSV1-D88F1678DF274914,IS 16462:2016,TITLE_DERIVED_QUERY,plastic piping ducting systems,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13395-1,MSV1-463096A82FA6DEEF,IS/ISO 10993 (Part 5):2009,TITLE_DERIVED_QUERY,biological evaluation medical devices tests vitro cytotoxicity,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13395-2,MSV1-463096A82FA6DEEF,IS/ISO 10993 (Part 5):2009,TITLE_DERIVED_QUERY,biological evaluation medical devices,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13396-1,MSV1-F044BBDB373A67DC,IS 14700 (Part 4/Sec 6):2016,TITLE_DERIVED_QUERY,electromagnetic compatibility measurement techniques immunity conducted disturbances induced,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13396-2,MSV1-F044BBDB373A67DC,IS 14700 (Part 4/Sec 6):2016,TITLE_DERIVED_QUERY,electromagnetic compatibility measurement techniques,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13397-1,MSV1-1034CDCE37B7AB39,IS 14700 (Part 4/Sec 13):2016,TITLE_DERIVED_QUERY,electromagnetic compatibility measurement techniques harmonics interharmonics including mains,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13397-2,MSV1-1034CDCE37B7AB39,IS 14700 (Part 4/Sec 13):2016,TITLE_DERIVED_QUERY,electromagnetic compatibility measurement techniques,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13398-1,MSV1-B9624035764C9E03,IS/ISO 517:2008,TITLE_DERIVED_QUERY,photography apertures related properties pertaining photographic lenses designations,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13398-2,MSV1-B9624035764C9E03,IS/ISO 517:2008,TITLE_DERIVED_QUERY,photography apertures related properties,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13399-1,MSV1-FB649A4CD6F909BB,IS 1448 (Part 158):2016,TITLE_DERIVED_QUERY,petroleum products hydrocarbon liquids determination refractive index,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13399-2,MSV1-FB649A4CD6F909BB,IS 1448 (Part 158):2016,TITLE_DERIVED_QUERY,petroleum products hydrocarbon liquids,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13400-1,MSV1-C63DCF7D8D815A9D,IS 16464 (Part 2):2016,TITLE_DERIVED_QUERY,information technology biometric application programming interface biometric archive,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13400-2,MSV1-C63DCF7D8D815A9D,IS 16464 (Part 2):2016,TITLE_DERIVED_QUERY,information technology biometric application,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13401-1,MSV1-CC44CE89F232497F,IS 16472:2016,TITLE_DERIVED_QUERY,design construction water courses guidelines,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13401-2,MSV1-CC44CE89F232497F,IS 16472:2016,TITLE_DERIVED_QUERY,design construction water courses,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13402-1,MSV1-AA9793A95B837360,IS/ISO 20022 (Part 8):2013,TITLE_DERIVED_QUERY,financial services universal financial industry message scheme generation,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13402-2,MSV1-AA9793A95B837360,IS/ISO 20022 (Part 8):2013,TITLE_DERIVED_QUERY,financial services universal financial,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13403-1,MSV1-AAECC2DE92142D08,IS/ISO 21630:2007,TITLE_DERIVED_QUERY,pumps submersible mixers wastewater similar applications,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13403-2,MSV1-AAECC2DE92142D08,IS/ISO 21630:2007,TITLE_DERIVED_QUERY,pumps submersible mixers wastewater,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13404-1,MSV1-472B7805C06CA00C,IS 15306 (Part 4):2016,TITLE_DERIVED_QUERY,graphic technology vocabulary postpress terms first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13404-2,MSV1-472B7805C06CA00C,IS 15306 (Part 4):2016,TITLE_DERIVED_QUERY,graphic technology vocabulary postpress,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13405-1,MSV1-8AA6FCAACE895F06,IS 16006:2016,TITLE_DERIVED_QUERY,securities related financial instruments codes exchanges market identification,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13405-2,MSV1-8AA6FCAACE895F06,IS 16006:2016,TITLE_DERIVED_QUERY,securities related financial instruments,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13406-1,MSV1-08CF24EFBB33CE0D,IS 7991:2016,TITLE_DERIVED_QUERY,attachment hand operated square drive socket wrenches second,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13406-2,MSV1-08CF24EFBB33CE0D,IS 7991:2016,TITLE_DERIVED_QUERY,attachment hand operated square,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13407-1,MSV1-DC164691DBA0FD10,IS 16416:2016,TITLE_DERIVED_QUERY,construction project management project formulation appraisal guidelines,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13407-2,MSV1-DC164691DBA0FD10,IS 16416:2016,TITLE_DERIVED_QUERY,construction project management project,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13408-1,MSV1-42A6859754008072,IS 3961 (Part 6):2016,TITLE_DERIVED_QUERY,recommended current ratings cables crosslinked polyethylene insulated sheathed,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13408-2,MSV1-42A6859754008072,IS 3961 (Part 6):2016,TITLE_DERIVED_QUERY,recommended current ratings cables,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13409-1,MSV1-EF4EA5535B26B437,IS/ISO 5408:2009,TITLE_DERIVED_QUERY,screw threads vocabulary,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13410-1,MSV1-6EBACEA028397665,IS 16221 (Part 1):2016,TITLE_DERIVED_QUERY,safety power converters photovoltaic power systems,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13410-2,MSV1-6EBACEA028397665,IS 16221 (Part 1):2016,TITLE_DERIVED_QUERY,safety power converters photovoltaic,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13411-1,MSV1-E066A33C5136D991,IS 16227 (Part 2):2016,TITLE_DERIVED_QUERY,instrument transformers additional current transformers,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13411-2,MSV1-E066A33C5136D991,IS 16227 (Part 2):2016,TITLE_DERIVED_QUERY,instrument transformers additional current,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13412-1,MSV1-0C917738A9E15A76,IS/ISO 16269 (Part 4):2010,TITLE_DERIVED_QUERY,statistical interpretation data detection treatment outliers,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13412-2,MSV1-0C917738A9E15A76,IS/ISO 16269 (Part 4):2010,TITLE_DERIVED_QUERY,statistical interpretation data detection,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13413-1,MSV1-93FF1B048369D615,IS 16294 (Part 2):2016,TITLE_DERIVED_QUERY,geometrical product specifications flatness operators,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13413-2,MSV1-93FF1B048369D615,IS 16294 (Part 2):2016,TITLE_DERIVED_QUERY,geometrical product specifications flatness,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13414-1,MSV1-04926E82AE1814D3,IS 16463 (Part 11):2016,TITLE_DERIVED_QUERY,voltage surge protective devices surge protective devices connected,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13414-2,MSV1-04926E82AE1814D3,IS 16463 (Part 11):2016,TITLE_DERIVED_QUERY,voltage surge protective devices,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13415-1,MSV1-3935C8474721E881,IS/ISO 20022 (Part 6):2013,TITLE_DERIVED_QUERY,financial services universal financial industry message scheme message,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13415-2,MSV1-3935C8474721E881,IS/ISO 20022 (Part 6):2013,TITLE_DERIVED_QUERY,financial services universal financial,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13416-1,MSV1-5425E76AE6E1DC68,IS 16550 (Part 1):2016,TITLE_DERIVED_QUERY,organic production system labelling organically produced products crop,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13416-2,MSV1-5425E76AE6E1DC68,IS 16550 (Part 1):2016,TITLE_DERIVED_QUERY,organic production system labelling,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13417-1,MSV1-C7D7BACAE8110E50,IS 16513:2016,TITLE_DERIVED_QUERY,agro textiles insect nets agriculture horticulture purposes,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13417-2,MSV1-C7D7BACAE8110E50,IS 16513:2016,TITLE_DERIVED_QUERY,agro textiles insect nets,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13418-1,MSV1-2689FCD01BDD1F0C,IS 16008 (Part 1):2016,TITLE_DERIVED_QUERY,agro textiles shade nets agriculture horticulture purposes shade,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13418-2,MSV1-2689FCD01BDD1F0C,IS 16008 (Part 1):2016,TITLE_DERIVED_QUERY,agro textiles shade nets,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13419-1,MSV1-341A7F9DF113BDF8,IS 16008 (Part 2):2016,TITLE_DERIVED_QUERY,agro textiles shade nets agriculture horticulture purposes shade,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13419-2,MSV1-341A7F9DF113BDF8,IS 16008 (Part 2):2016,TITLE_DERIVED_QUERY,agro textiles shade nets,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13420-1,MSV1-5869B60016E5DA9F,IS 15959 (Part 2):2016,TITLE_DERIVED_QUERY,data exchange electricity meter reading tariff load control,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13420-2,MSV1-5869B60016E5DA9F,IS 15959 (Part 2):2016,TITLE_DERIVED_QUERY,data exchange electricity meter,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13421-1,MSV1-7216A5B09D214191,IS/ISO 13261 (Part 1):1998,TITLE_DERIVED_QUERY,sound power rating conditioning source heat pump equipment,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13421-2,MSV1-7216A5B09D214191,IS/ISO 13261 (Part 1):1998,TITLE_DERIVED_QUERY,sound power rating conditioning,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13422-1,MSV1-A1429AE702FC2CE5,IS/ISO 64:2008,TITLE_DERIVED_QUERY,guide addressing environmental issues product standards,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13422-2,MSV1-A1429AE702FC2CE5,IS/ISO 64:2008,TITLE_DERIVED_QUERY,guide addressing environmental issues,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13423-1,MSV1-FFD92BC702197138,IS 269:2015,TITLE_DERIVED_QUERY,ordinary portland cement sixth revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13423-2,MSV1-FFD92BC702197138,IS 269:2015,TITLE_DERIVED_QUERY,ordinary portland cement sixth,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13424-1,MSV1-D18967CCFA1538F0,IS 101 (Part 8/Sec 4):2015,TITLE_DERIVED_QUERY,sampling paints varnishes related products tests pigments other,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13424-2,MSV1-D18967CCFA1538F0,IS 101 (Part 8/Sec 4):2015,TITLE_DERIVED_QUERY,sampling paints varnishes related,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13425-1,MSV1-A7B14810D806CB5D,IS 10137:2015,TITLE_DERIVED_QUERY,guidelines selection spillways energy dissipators first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13425-2,MSV1-A7B14810D806CB5D,IS 10137:2015,TITLE_DERIVED_QUERY,guidelines selection spillways energy,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13426-1,MSV1-2D07E79D78C92C1A,IS 10716 (Part 3):2015,TITLE_DERIVED_QUERY,technical product documentation springs vocabulary first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13426-2,MSV1-2D07E79D78C92C1A,IS 10716 (Part 3):2015,TITLE_DERIVED_QUERY,technical product documentation springs,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13427-1,MSV1-992FB236A50ADE06,IS 11666:2015,TITLE_DERIVED_QUERY,technical product documentation parts lists first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13427-2,MSV1-992FB236A50ADE06,IS 11666:2015,TITLE_DERIVED_QUERY,technical product documentation parts,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13428-1,MSV1-1AE2FAB888816609,IS 11681:2015,TITLE_DERIVED_QUERY,horological vocabulary technical commercial definitions first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13428-2,MSV1-1AE2FAB888816609,IS 11681:2015,TITLE_DERIVED_QUERY,horological vocabulary technical commercial,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13429-1,MSV1-98E7D6ED1E01A67C,IS 12160:2015,TITLE_DERIVED_QUERY,geometrical product specifications fundamentals concepts principles rules first,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13429-2,MSV1-98E7D6ED1E01A67C,IS 12160:2015,TITLE_DERIVED_QUERY,geometrical product specifications fundamentals,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13430-1,MSV1-5D763E3E8B23CE16,IS 12375 (Part 1):2015,TITLE_DERIVED_QUERY,implants surgery partial total joint prostheses classification designation,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13430-2,MSV1-5D763E3E8B23CE16,IS 12375 (Part 1):2015,TITLE_DERIVED_QUERY,implants surgery partial total,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13431-1,MSV1-11DBC08BD46EA4F7,IS 12376 (Part 1):2015,TITLE_DERIVED_QUERY,implants surgery components partial total knee joint prostheses,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13431-2,MSV1-11DBC08BD46EA4F7,IS 12376 (Part 1):2015,TITLE_DERIVED_QUERY,implants surgery components partial,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13432-1,MSV1-AC511B4147F6FF16,IS 12747 (Part 3):2015,TITLE_DERIVED_QUERY,combined flexible materials electrical insulation specifications individual materials,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13432-2,MSV1-AC511B4147F6FF16,IS 12747 (Part 3):2015,TITLE_DERIVED_QUERY,combined flexible materials electrical,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13433-1,MSV1-8421F19A48943528,IS 13864:2015,TITLE_DERIVED_QUERY,wheat determination sedimentation index zeleny first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13433-2,MSV1-8421F19A48943528,IS 13864:2015,TITLE_DERIVED_QUERY,wheat determination sedimentation index,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13434-1,MSV1-D17110DD137BE201,IS 140:2015,TITLE_DERIVED_QUERY,ready mixed paint exterior petrol resisting drying second,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13434-2,MSV1-D17110DD137BE201,IS 140:2015,TITLE_DERIVED_QUERY,ready mixed paint exterior,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13435-1,MSV1-60FEC911CC845D55,IS 1448 (Part 19):2015,TITLE_DERIVED_QUERY,petroleum products detection thiols other sulphur species doctor,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13435-2,MSV1-60FEC911CC845D55,IS 1448 (Part 19):2015,TITLE_DERIVED_QUERY,petroleum products detection thiols,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13436-1,MSV1-618AE4EA581438EE,IS 1448 (Part 40):2015,TITLE_DERIVED_QUERY,petroleum products petroleum products bituminous materials determination water,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13436-2,MSV1-618AE4EA581438EE,IS 1448 (Part 40):2015,TITLE_DERIVED_QUERY,petroleum products petroleum products,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13437-1,MSV1-D78FC41CEF45261F,IS 1448 (Part 42):2015,TITLE_DERIVED_QUERY,petroleum products determination water reaction aviation fuels third,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13437-2,MSV1-D78FC41CEF45261F,IS 1448 (Part 42):2015,TITLE_DERIVED_QUERY,petroleum products determination water,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13438-1,MSV1-DDFB121518097418,IS 1448 (Part 97):2015,TITLE_DERIVED_QUERY,petroleum products determination thermal oxidation stability turbine fuels,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13438-2,MSV1-DDFB121518097418,IS 1448 (Part 97):2015,TITLE_DERIVED_QUERY,petroleum products determination thermal,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13439-1,MSV1-4CF7768815ACF231,IS 1489 (Part 1) : 2015,TITLE_DERIVED_QUERY,portland pozzolana cement based fourth revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13439-2,MSV1-4CF7768815ACF231,IS 1489 (Part 1) : 2015,TITLE_DERIVED_QUERY,portland pozzolana cement based,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13440-1,MSV1-5631E6D6D9CA76EF,IS 15147:2015,TITLE_DERIVED_QUERY,belt drives pulleys quality finish balance first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13440-2,MSV1-5631E6D6D9CA76EF,IS 15147:2015,TITLE_DERIVED_QUERY,belt drives pulleys quality,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13441-1,MSV1-513A1FE48C0CFED3,IS 15148:2015,TITLE_DERIVED_QUERY,belt drives ribbed belts joined belts belts including,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13441-2,MSV1-513A1FE48C0CFED3,IS 15148:2015,TITLE_DERIVED_QUERY,belt drives ribbed belts,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13442-1,MSV1-21DD01883DEE6F3E,IS 15351:2015,TITLE_DERIVED_QUERY,agro textiles laminated high density polyethylene hdpe woven,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13442-2,MSV1-21DD01883DEE6F3E,IS 15351:2015,TITLE_DERIVED_QUERY,agro textiles laminated high,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13443-1,MSV1-3280EFF58B1B6670,IS 15545 (Part 1):2015,TITLE_DERIVED_QUERY,rotary shaft type seals incorporating thermoplastic sealing elements,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13443-2,MSV1-3280EFF58B1B6670,IS 15545 (Part 1):2015,TITLE_DERIVED_QUERY,rotary shaft type seals,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13444-1,MSV1-D1C40BCC4C3441F4,IS 15545 (Part 3):2015,TITLE_DERIVED_QUERY,rotary shaft type seals incorporating thermoplastic sealing elements,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13444-2,MSV1-D1C40BCC4C3441F4,IS 15545 (Part 3):2015,TITLE_DERIVED_QUERY,rotary shaft type seals,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13445-1,MSV1-85E5E04B4BE55780,IS 1646:2015,TITLE_DERIVED_QUERY,fire safety buildings electrical installations code practice third,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13445-2,MSV1-85E5E04B4BE55780,IS 1646:2015,TITLE_DERIVED_QUERY,fire safety buildings electrical,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13446-1,MSV1-7D3E5A6357B127B8,IS 1828 (Part 2):2015,TITLE_DERIVED_QUERY,metallic materials verification static uniaxial machines tension creep,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13446-2,MSV1-7D3E5A6357B127B8,IS 1828 (Part 2):2015,TITLE_DERIVED_QUERY,metallic materials verification static,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13447-1,MSV1-CC75151A39964EAC,IS 2582 (Part 1):2015,TITLE_DERIVED_QUERY,machine tools connecting dimensions spindle noses work holding,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13447-2,MSV1-CC75151A39964EAC,IS 2582 (Part 1):2015,TITLE_DERIVED_QUERY,machine tools connecting dimensions,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13448-1,MSV1-6B54BEF02B09181F,IS 2626:2015,TITLE_DERIVED_QUERY,laboratory glassware petri dishes second revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13448-2,MSV1-6B54BEF02B09181F,IS 2626:2015,TITLE_DERIVED_QUERY,laboratory glassware petri dishes,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13449-1,MSV1-6F2F181D6BECAD33,IS 4151:2015,TITLE_DERIVED_QUERY,protective helmets motorcycle riders fourth revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13449-2,MSV1-6F2F181D6BECAD33,IS 4151:2015,TITLE_DERIVED_QUERY,protective helmets motorcycle riders,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13450-1,MSV1-8A69742A59C3B7B6,IS 455:2015,TITLE_DERIVED_QUERY,portland slag cement fifth revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13450-2,MSV1-8A69742A59C3B7B6,IS 455:2015,TITLE_DERIVED_QUERY,portland slag cement fifth,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13451-1,MSV1-8E504BE5775A833D,IS 6547:2015,TITLE_DERIVED_QUERY,electric chain hoists first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13451-2,MSV1-8E504BE5775A833D,IS 6547:2015,TITLE_DERIVED_QUERY,electric chain hoists first,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13452-1,MSV1-1ED158BAB0A6584C,IS 8042:2015,TITLE_DERIVED_QUERY,white portland cement third revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13452-2,MSV1-1ED158BAB0A6584C,IS 8042:2015,TITLE_DERIVED_QUERY,white portland cement third,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13453-1,MSV1-BFD435A8C062B11E,IS 8641:2015,TITLE_DERIVED_QUERY,implants surgery acrylic resin cements third revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-13453-2,MSV1-BFD435A8C062B11E,IS 8641:2015,TITLE_DERIVED_QUERY,implants surgery acrylic resin,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
