document_id,standard_id,standard_number,search_text
DOC-FFC372531527614E,MSV1-FFC372531527614E,IS 16286:2014,"Standard Number: IS 16286:2014
Title: Spoons - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-447A95BF600709E7,MSV1-447A95BF600709E7,IS 16288:2014,"Standard Number: IS 16288:2014
Title: Medical Textiles - Method for Evaluation of the Bacterial Filtration Efficiency of Surgical Face Masks
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-098218326812AF80,MSV1-098218326812AF80,IS 16289:2014,"Standard Number: IS 16289:2014
Title: Medical Textiles - Surgical Face Masks - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-88C92FCBBB16BA4B,MSV1-88C92FCBBB16BA4B,IS 16290:2014,"Standard Number: IS 16290:2014
Title: Medical Textiles - Knitted Viscose Primary Dressings - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-50371047130EBC5F,MSV1-50371047130EBC5F,IS 16291:2014,"Standard Number: IS 16291:2014
Title: Medical Textiles - Paraffin Gauze Dressings - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-05236ED033FF37C8,MSV1-05236ED033FF37C8,IS 16300:2014,"Standard Number: IS 16300:2014
Title: Geometrical product specifications (GPS) - Systematic errors and contributions to measurement uncertainty of length measurement due to thermal influence
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-66ECDAFC401ED9A8,MSV1-66ECDAFC401ED9A8,IS/ISO 834 (Part 1):1999,"Standard Number: IS/ISO 834 (Part 1):1999
Title: Fire-Resistance Tests Elements of Building Construction Part 1 General Requirements
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-AFD14EE91342BD21,MSV1-AFD14EE91342BD21,IS/ISO 834 (Part 4):2000,"Standard Number: IS/ISO 834 (Part 4):2000
Title: Fire-Resistance Tests Elements of Building Construction Part 4 Specific Requirements for Load Bearing Vertical Separating Elements
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-33C59AABBED8A140,MSV1-33C59AABBED8A140,IS/ISO 834 (Part 5):2000,"Standard Number: IS/ISO 834 (Part 5):2000
Title: Fire-Resistance Tests Elements of Building Construction Part 5 Specific Requirements for Load Bearing Horizontal Separating Elements
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-FE9DFBCCC167B80F,MSV1-FE9DFBCCC167B80F,IS 10613:2014,"Standard Number: IS 10613:2014
Title: Cycles - Safety requirements for bicycles (Second Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-2A946A6FEF308A51,MSV1-2A946A6FEF308A51,IS 1161:2014,"Standard Number: IS 1161:2014
Title: Steel tubes for structural purposes - Specification (Fifth Revision)
Type: Product Specification
Degree of Equivalence: Not Equivalent"
DOC-DC0F779058C66C20,MSV1-DC0F779058C66C20,IS 13604:2014,"Standard Number: IS 13604:2014
Title: Automotive vehicles - Air brake systems - Performance requirements for dual brake valve (First Revision) Amendment - 1
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-14BE735CFA6A1E49,MSV1-14BE735CFA6A1E49,IS 14573:2014,"Standard Number: IS 14573:2014
Title: Hydrometry - Velocity - Area methods using current - Meters - Collection and processing of data for determination of uncertainties in flow measurement (First Revision)
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-2CAC461231131EFC,MSV1-2CAC461231131EFC,IS 14653:2014,"Standard Number: IS 14653:2014
Title: Information technology - Guideline for the evaluation and selection of case tools (First Revision)
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-A05683FF30E481E7,MSV1-A05683FF30E481E7,IS 14783 (Part 2):2014,"Standard Number: IS 14783 (Part 2):2014
Title: Textile machinery and accessories – Cylindrical sliver cans – Part 2 Main dimensions (first revision)
Type: Dimensions
Degree of Equivalence: Identical under dual numbering"
DOC-3039894EE0B70D50,MSV1-3039894EE0B70D50,IS 14783 (Part 3):2014,"Standard Number: IS 14783 (Part 3):2014
Title: Textile machinery and accessories – Cylindrical sliver cans – Part 3 Spring bottoms (first revision)
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-B83DA19AB38AA86E,MSV1-B83DA19AB38AA86E,IS 15761 (Part 2):2014,"Standard Number: IS 15761 (Part 2):2014
Title: Textile machinery and accessories – Rings and travellers for ring spinning and ring twisting frames – Part 2 HZ- and J-rings and their travellers (first revision)
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-D53B82B73922C3BE,MSV1-D53B82B73922C3BE,IS 3448:2014,"Standard Number: IS 3448:2014
Title: Rice bran oil - Specification (Third Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-F09405D133A257C9,MSV1-F09405D133A257C9,IS 4276:2014,"Standard Number: IS 4276:2014
Title: Soybean oil - Specification (Second Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-24E5B11C8A69CAEC,MSV1-24E5B11C8A69CAEC,IS 4277:2014,"Standard Number: IS 4277:2014
Title: Sunflower oil - Specification (Second Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-5FB3046467B09F5B,MSV1-5FB3046467B09F5B,IS 546:2014,"Standard Number: IS 546:2014
Title: Mustard oil - Specification (Third Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-AFE2B491DCECFA67,MSV1-AFE2B491DCECFA67,IS 5642:2014,"Standard Number: IS 5642:2014
Title: Sintered metal materials, excluding hardmetals - Permeable sintered metal materials - Determination of density, oil content and open porosity (Third Revision)
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-DA741FE0ADBA0825,MSV1-DA741FE0ADBA0825,IS 8669:2014,"Standard Number: IS 8669:2014
Title: Assembly tools for screws and nuts - Drive ends for hand - And machine - Operated screwdriver bits and connecting parts - Dimensions, torque testing (Second Revision)
Type: Dimensions
Degree of Equivalence: Identical under dual numbering"
DOC-59A07FFE6C868F58,MSV1-59A07FFE6C868F58,IS/ISO 11114 (Part 3):2010,"Standard Number: IS/ISO 11114 (Part 3):2010
Title: Gas cylinders - Compatibility of cylinder and valve materials with gas contents: Part 3 autogenous ignition test for non - Mettalic materials in oxygen atmosphere
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-697E5CA9F6263838,MSV1-697E5CA9F6263838,IS/ISO 11843 (Part 5):2008,"Standard Number: IS/ISO 11843 (Part 5):2008
Title: Capability of detection: Part 5 methodology in the linear and non - Linear calibration cases
Type: Others
Degree of Equivalence: Identical under single numbering"
DOC-1DDBBA0D591BC037,MSV1-1DDBBA0D591BC037,IS 15474 (Part 3/Sec 11):2014,"Standard Number: IS 15474 (Part 3/Sec 11):2014
Title: Dependability Management Part 3 Application Guide Section 11 Reliability Centred Maintenance
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-6BA93274B71688CF,MSV1-6BA93274B71688CF,IS 15934 (Part 6):2014,"Standard Number: IS 15934 (Part 6):2014
Title: Liquid Crystal and Solid State Display Devices Part 6 Measuring Methods for Liquid Crystal Modules — Transmissive Type
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-4C36911BE8C57433,MSV1-4C36911BE8C57433,IS 16125 (Part 1):2014,"Standard Number: IS 16125 (Part 1):2014
Title: Information technology - Multimedia content description interface: Part 1 systems
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-7A56DA7937E7A544,MSV1-7A56DA7937E7A544,IS 16174:2014,"Standard Number: IS 16174:2014
Title: Acceptance sampling plans and procedures for the inspection of bulk materials
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-3918A4FE392BDB83,MSV1-3918A4FE392BDB83,IS 16179 (Part 1):2014,"Standard Number: IS 16179 (Part 1):2014
Title: Statistical methods - Guidelines for the evaluation of conformity with specified requirements: Part 1 general principles
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-E764404B7C3D4439,MSV1-E764404B7C3D4439,IS 16242 (Part 1):2014,"Standard Number: IS 16242 (Part 1):2014
Title: Uninterruptible power systems (UPS): Part 1 general and safety requirements for UPS
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-1EB81B32B72F7DFD,MSV1-1EB81B32B72F7DFD,IS/ISO 20645:2004,"Standard Number: IS/ISO 20645:2004
Title: Textile fabrics – Determination of antibacterial activity - Agar diffusing plate test
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-AA1B2926CABA9F1D,MSV1-AA1B2926CABA9F1D,IS 16282:2014,"Standard Number: IS 16282:2014
Title: Fibre Optic Graphical Symbology
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-33FB98BF3FDD68E8,MSV1-33FB98BF3FDD68E8,IS 1060 (Part 5/Sec 1):2014,"Standard Number: IS 1060 (Part 5/Sec 1):2014
Title: Methods of sampling and test for paper and allied products: Part 5 methods of test for paper and board: Sec 1 sampling to determine average quality
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-338DBF7E368591B5,MSV1-338DBF7E368591B5,IS 1060 (Part 5/Sec 3):2014,"Standard Number: IS 1060 (Part 5/Sec 3):2014
Title: Methods of sampling and test for paper and allied products: Part 5 methods of test for paper and board: Sec 3 determination of thickness, density and specific volume
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-ED4E2D4861FA60FB,MSV1-ED4E2D4861FA60FB,IS 1060 (Part 5/Sec 6):2014,"Standard Number: IS 1060 (Part 5/Sec 6):2014
Title: Methods of sampling and test for paper and allied products: Part 5 methods of test for paper and board: Sec 6 determination of tensile properties - Constant rate of elongation method (20 Mm/min)
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-CAB82A7F1EFBAC33,MSV1-CAB82A7F1EFBAC33,IS 1060 (Part 6/Sec 1):2014,"Standard Number: IS 1060 (Part 6/Sec 1):2014
Title: Methods of sampling and test for paper and allied products: Part 6 methods of test for paper: Sec 1 determination of tearing resistance - Elmendorf method
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-5A283D2B4154B77F,MSV1-5A283D2B4154B77F,IS 1060 (Part 5/Sec 14):2014,"Standard Number: IS 1060 (Part 5/Sec 14):2014
Title: Methods of sampling and test for paper and allied products: Part 5 methods of test for paper and board: Sec 14 determination of air permeance and air resistance (Medium Range) - Gurley method
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-03BD8B7BD6FCAD8D,MSV1-03BD8B7BD6FCAD8D,IS 1060 (Part 5/Sec 9):2014,"Standard Number: IS 1060 (Part 5/Sec 9):2014
Title: Methods of sampling and test for paper and allied products: Part 5 methods of test for paper and board: Sec 9 determination of resistance to picking - Accelerated speed method using the igt - Type tester (Electric Model)
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-91AE441C6E9A83C6,MSV1-91AE441C6E9A83C6,IS 6213 (Part 8/Sec 2):2014,"Standard Number: IS 6213 (Part 8/Sec 2):2014
Title: Methods of test for pulp: Part 8 preparation of laboratory sheets for physical testing: Sec 2 rapid - Köthen method
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-0D18BEE44562D304,MSV1-0D18BEE44562D304,IS 10556:2014,"Standard Number: IS 10556:2014
Title: Storage and handling of thermal insulation materials - Code of practice (First Revision)
Type: -
Degree of Equivalence: -"
DOC-F7E13B065CD5A77B,MSV1-F7E13B065CD5A77B,IS 10523:2014,"Standard Number: IS 10523:2014
Title: Baby toilet soap - Specification (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-4CFBA0AFA96C97BF,MSV1-4CFBA0AFA96C97BF,IS 11485:2014,"Standard Number: IS 11485:2014
Title: Criteria for design of sluices in concrete and masonry dams (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-D850268D8DB39A99,MSV1-D850268D8DB39A99,IS 13028 (Part 1):2014,"Standard Number: IS 13028 (Part 1):2014
Title: Guidelines for integrated planning, development and management of river basins: Part 1 overall planning (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-5FA734ACB3E85984,MSV1-5FA734ACB3E85984,IS 13730 (Part 13):2014,"Standard Number: IS 13730 (Part 13):2014
Title: Specifications for particular types of winding wires: Part 13 polyester or polyesterimide overcoated with polyamide - Imide enamelled round copper wire, class 200 (First Revision) Amendment - 1
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-093256BEFB03D4C3,MSV1-093256BEFB03D4C3,IS 14359:2014,"Standard Number: IS 14359:2014
Title: Hydrometry - Echo sounders for water depth measurements (First Revision)
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-48DA4CBDC6861541,MSV1-48DA4CBDC6861541,IS 14750:2014,"Standard Number: IS 14750:2014
Title: Code of practice for installation, maintenance and observation of seepage measuring devices for concrete/masonry and earth/ rockfill dams (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-DDE5CCB26D43799B,MSV1-DDE5CCB26D43799B,IS 15118:2014,"Standard Number: IS 15118:2014
Title: Hydrometry - Water level measuring devices (First Revision)
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-10A708C179EDD0E9,MSV1-10A708C179EDD0E9,IS 15119 (Part 2):2014,"Standard Number: IS 15119 (Part 2):2014
Title: Hydrometry - Measurement of liquid flow in open channels: Part 2 determination of the stage - Discharge relationship (First Revision)
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-51325D1C1EDF3154,MSV1-51325D1C1EDF3154,IS 15198:2014,"Standard Number: IS 15198:2014
Title: Glossary of terms in human resource development (First Revision)
Type: Terminology
Degree of Equivalence: Indigenous"
DOC-5D7138DD99C63864,MSV1-5D7138DD99C63864,IS 15382 (Part 2/Sec 1):2014,"Standard Number: IS 15382 (Part 2/Sec 1):2014
Title: Insulation coordination for equipment within low - Voltage systems: Part 2 application guide: Sec 1 explanation of the application of the IEC 60664 series, dimensioning examples and dielectric testing (First Revision)
Type: Dimensions
Degree of Equivalence: Identical under dual numbering"
DOC-45C708D88AAC3082,MSV1-45C708D88AAC3082,IS 1893 (Part 2):2014,"Standard Number: IS 1893 (Part 2):2014
Title: Criteria for Earthquake Resistant Design of Structures Part 2 Liquid Retaining Tanks
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-E2242A29D93FE699,MSV1-E2242A29D93FE699,IS 6128:2014,"Standard Number: IS 6128:2014
Title: Laboratory glassware - Desiccators (First Revision)
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-A3CA1614B4ABB834,MSV1-A3CA1614B4ABB834,IS 919 (Part 1):2014,"Standard Number: IS 919 (Part 1):2014
Title: Geometrical Product Specifications (GPS) - ISO Code System for Tolerances on Linear Sizes Part 1 Basis of Tolerance, Deviation and Fits (Third Revision)
Type: Dimensions
Degree of Equivalence: Identical under dual numbering"
DOC-02F76BBFBAD85F2A,MSV1-02F76BBFBAD85F2A,IS/ISO 15197:2013,"Standard Number: IS/ISO 15197:2013
Title: In vitro Diagnostic Test Systems - Requirements for Blood-Glucose Monitoring System for Self-Testing in Managing Diabetes Mellitus (First Revision)
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-BD5673154B5EAAC8,MSV1-BD5673154B5EAAC8,IS 16223:2014,"Standard Number: IS 16223:2014
Title: Hydrometry - Guidelines for the application of acoustic velocity meters using the doppler and echo correlation methods
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-4349B11D22546CBE,MSV1-4349B11D22546CBE,IS 1893 (Part 3):2014,"Standard Number: IS 1893 (Part 3):2014
Title: Criteria for Earthquake Resistant Design of Structures Part 3 Bridges and Retaining Walls
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-71020AB3D6D60CA3,MSV1-71020AB3D6D60CA3,IS 15436 (Part 2):2014,"Standard Number: IS 15436 (Part 2):2014
Title: Statistical aspects of sampling from bulk materials: Part 2 sampling of particulate materials
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-81B41471B73613DF,MSV1-81B41471B73613DF,IS 16194:2014,"Standard Number: IS 16194:2014
Title: Information and documentation - International standard music number (ISMN)
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-EE008836471D0FC9,MSV1-EE008836471D0FC9,IS 10980 (Part 1):2014,"Standard Number: IS 10980 (Part 1):2014
Title: Aerospace - MJ threads: Part 1 general requirements (First Revision)
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-7CAD438E04DF405E,MSV1-7CAD438E04DF405E,IS 1180 (Part 1):2014,"Standard Number: IS 1180 (Part 1):2014
Title: Outdoor Type Oil Immersed Distribution Transformers Upto and Including 2 500 kVA, 33kV - Specification Part 1 Mineral Oil Immersed (Fourth Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-E8F7F6EAFBAB589B,MSV1-E8F7F6EAFBAB589B,IS 14382:2014,"Standard Number: IS 14382:2014
Title: Automotive vehicles - Speed limitation devices - Specification (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-2708E212CA0B76A4,MSV1-2708E212CA0B76A4,IS 2077:2014,"Standard Number: IS 2077:2014
Title: Automotive vehicles - Electric relays - Specification (Third Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-5122CCA08EFABDAE,MSV1-5122CCA08EFABDAE,IS 4880 (Part 7):2014,"Standard Number: IS 4880 (Part 7):2014
Title: Code of practice for design of tunnels conveying water: Part 7 structural design of steel lining (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-C082970A40867853,MSV1-C082970A40867853,IS 5334:2014,"Standard Number: IS 5334:2014
Title: Magnetic particle flaw detection of welds - Code of practice (Third Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-7A2A58F5F1636829,MSV1-7A2A58F5F1636829,IS 5531:2014,"Standard Number: IS 5531:2014
Title: Cast iron specials for asbestos cement pressure pipes for water and sewage - Specification (Third Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-16946B5B444DE42B,MSV1-16946B5B444DE42B,IS 6352:2014,"Standard Number: IS 6352:2014
Title: Slot drills with parallel shank -- Specification (second revision)
Type: Product Specification
Degree of Equivalence: Not Equivalent"
DOC-E723BE7FADEB44E8,MSV1-E723BE7FADEB44E8,IS 6353:2014,"Standard Number: IS 6353:2014
Title: End mills with parallel shank -- Specification (second revision)
Type: Product Specification
Degree of Equivalence: Not Equivalent"
DOC-2EC7B736A390701D,MSV1-2EC7B736A390701D,IS 13365 (Part 4):2014,"Standard Number: IS 13365 (Part 4):2014
Title: Quantitative Classification System of Rock Mass - Guidelines Part 4 Geological Strength Index (GSI)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-54A30BC7193341BB,MSV1-54A30BC7193341BB,IS 16232:2014,"Standard Number: IS 16232:2014
Title: Iron fortified iodized salt (Double Fortified Salt) - Food grade - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-8E2C024E458BC1B2,MSV1-8E2C024E458BC1B2,IS/ISO 18308:2011,"Standard Number: IS/ISO 18308:2011
Title: Health informatics - Requirements for an electronic health record architecture
Type: Others
Degree of Equivalence: Identical under single numbering"
DOC-E8DE61AC9577DAB8,MSV1-E8DE61AC9577DAB8,IS/ISO 5832-5:2005,"Standard Number: IS/ISO 5832-5:2005
Title: Implants for surgery - Metallic materials Part 5 wrought cobalt - Chromium - Tungsten - Nickel alloy
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-D24D2A8B63465CD7,MSV1-D24D2A8B63465CD7,IS 16193:2014,"Standard Number: IS 16193:2014
Title: Information and documentation - Statistics on the production and distribution of books, newspapers, periodicals and electronic publications
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-FDFE20E023B916D6,MSV1-FDFE20E023B916D6,IS 16217:2014,"Standard Number: IS 16217:2014
Title: Information and documentation - Registry services for libraries and related organizations
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-EE9539431FA7F7FE,MSV1-EE9539431FA7F7FE,IS 16215:2014,"Standard Number: IS 16215:2014
Title: Document management applications - Quality control for scanning office documents in colour
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-42D6F6F5F309CE2D,MSV1-42D6F6F5F309CE2D,IS 16224 (Part 1):2014,"Standard Number: IS 16224 (Part 1):2014
Title: Geometrical Product Specifications (GPS) - Straightness Part 1 Vocabulary and Parameters of Straightness
Type: Terminology
Degree of Equivalence: Identical under dual numbering"
DOC-21B3C67A8CE2760D,MSV1-21B3C67A8CE2760D,IS 16224 (Part 2):2014,"Standard Number: IS 16224 (Part 2):2014
Title: Geometrical product specifications (GPS) - Straightness: Part 2 specification operators
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-25DAB60BF2FBAC11,MSV1-25DAB60BF2FBAC11,IS 9549 (Part 2):2014,"Standard Number: IS 9549 (Part 2):2014
Title: Fasteners - Bolts, screws and studs - Head slots for bolts (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-3C2F243147A03D2C,MSV1-3C2F243147A03D2C,IS 13708 (Part 1):2014,"Standard Number: IS 13708 (Part 1):2014
Title: Ships and marine technology - Marine radar reflectors: Part 1 passive type (Second Revision)
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-7B9A1FB77A5405A5,MSV1-7B9A1FB77A5405A5,IS 16219:2014,"Standard Number: IS 16219:2014
Title: Automotive vehicles - Metallic fuel tanks - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-CE35933E21491DF4,MSV1-CE35933E21491DF4,IS/ISO 105-F01:2001,"Standard Number: IS/ISO 105-F01:2001
Title: Textiles – Tests for colour fastness Part F01 Specification for wool adjacent fabric
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-1D65A8517E887B45,MSV1-1D65A8517E887B45,IS 10096 (Part 1/Sec 2):2014,"Standard Number: IS 10096 (Part 1/Sec 2):2014
Title: Recommendations for inspection, testing and maintenance of radial gates and rope drum hoists: Part 1 inspection, testing and assembly at the manufacturing stage: Sec 2 rope drum hoists (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-F93D79113EA4B325,MSV1-F93D79113EA4B325,IS 13039:2014,"Standard Number: IS 13039:2014
Title: External hydrant systems - provision and maintenance - Code of practice (First Revision)
Type: Code of Practice
Degree of Equivalence: -"
DOC-D4E0CEF012FC23F0,MSV1-D4E0CEF012FC23F0,IS 14887:2014,"Standard Number: IS 14887:2014
Title: Textiles - High density polyethylene (HDPE)/polypropylene (PP) woven sacks for packaging of 50 kg food grains - Specification (first revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-02238C4A32A042ED,MSV1-02238C4A32A042ED,IS 2154:2014,"Standard Number: IS 2154:2014
Title: Coconut oilcake as livestock feed ingredient - Specification (Third Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-F06B9E1021B0784E,MSV1-F06B9E1021B0784E,IS 919 (Part 2):2014,"Standard Number: IS 919 (Part 2):2014
Title: Geometrical product specifications (GPS) - ISO code system for tolerances on linear sizes: Part 2 tables of standard tolerance classes and limit deviation for holes and shafts (Second Revision)
Type: Dimensions
Degree of Equivalence: Identical under dual numbering"
DOC-ACC0EC8AFBAC2DBB,MSV1-ACC0EC8AFBAC2DBB,IS/ISO 12460-1:2007,"Standard Number: IS/ISO 12460-1:2007
Title: Wood based panels - Determination of formaldehyde release: Part 1 formaldehyde emission by the 1 - Cubic - Metre chamber method
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-9A028F15D4DA869A,MSV1-9A028F15D4DA869A,IS/IEC 60479-3:1998,"Standard Number: IS/IEC 60479-3:1998
Title: Effects of current on human beings and livestock: Part 3 effects of currents passing through the body of livestock
Type: Safety Standard
Degree of Equivalence: Identical under single numbering"
DOC-C34ADE7DC2534A74,MSV1-C34ADE7DC2534A74,IS 16218:2014,"Standard Number: IS 16218:2014
Title: Forks - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-794E6138C7F0EC05,MSV1-794E6138C7F0EC05,IS/ISO/TS 12805:2011,"Standard Number: IS/ISO/TS 12805:2011
Title: Nanotechnologies - Materials specifications - Guidance on specifying nano-objects
Type: Terminology
Degree of Equivalence: Identical under single numbering"
DOC-15CB2EA5EF0586D3,MSV1-15CB2EA5EF0586D3,IS/IEC 80000-13:2008,"Standard Number: IS/IEC 80000-13:2008
Title: Quantities and units: Part 13 information science and technology
Type: Terminology
Degree of Equivalence: Identical under single numbering"
DOC-4AFF6C1B2B10EA50,MSV1-4AFF6C1B2B10EA50,IS 16192 (Part 1):2014,"Standard Number: IS 16192 (Part 1):2014
Title: Automotive vehicles - Wheel rims for two and three wheeled vehicles: Part 1 light alloy wheel rims - Method of tests and requirements
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-DB9C23325C5B3236,MSV1-DB9C23325C5B3236,IS/ISO 1501:2009,"Standard Number: IS/ISO 1501:2009
Title: ISO miniature screw threads
Type: Dimensions
Degree of Equivalence: Identical under single numbering"
DOC-4372975C9ACA2E2F,MSV1-4372975C9ACA2E2F,IS 16225 (Part 1):2014,"Standard Number: IS 16225 (Part 1):2014
Title: Geometrical product specifications (GPS) - Cylindricity: Part 1 vocabulary and parameters of cylindrical form
Type: Terminology
Degree of Equivalence: Identical under dual numbering"
DOC-816F46B7FF1F9450,MSV1-816F46B7FF1F9450,IS 16225 (Part 2):2014,"Standard Number: IS 16225 (Part 2):2014
Title: Geometrical product specifications (GPS) - Cylindricity: Part 2 specification operators
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-04FE63A49E6F7950,MSV1-04FE63A49E6F7950,IS 16226 (Part 1):2014,"Standard Number: IS 16226 (Part 1):2014
Title: Geometrical product specifications (GPS) - Roundness: Part 1 vocabulary and parameters of roundness
Type: Terminology
Degree of Equivalence: Identical under dual numbering"
DOC-A0092B2765470D2F,MSV1-A0092B2765470D2F,IS 16226 (Part 2):2014,"Standard Number: IS 16226 (Part 2):2014
Title: Geometrical product specifications (GPS) - Roundness: Part 2 specification operators
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-0EF54ACCCBB47DC2,MSV1-0EF54ACCCBB47DC2,IS 16192 (Part 2):2014,"Standard Number: IS 16192 (Part 2):2014
Title: Automotive vehicles - Wheel rims for two and three wheeled vehicles: Part 2 sheet metal wheel rims - Method of tests and requirements
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-287CB843C0E629FC,MSV1-287CB843C0E629FC,IS 16190:2014,"Standard Number: IS 16190:2014
Title: Agro textiles - High density polyethylene (HDPE) laminated woven lay flat tube for irrigation purpose - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-ECDB31DDAB9E140E,MSV1-ECDB31DDAB9E140E,IS 16202:2014,"Standard Number: IS 16202:2014
Title: Agro textiles - Woven ground covers for horticulture application - Specification
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-071B76763BE61DA7,MSV1-071B76763BE61DA7,IS 16201:2014,"Standard Number: IS 16201:2014
Title: Carpets - Determination of tuft withdrawal force
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-7825550997C67D21,MSV1-7825550997C67D21,IS/ISO 105-F03:2001,"Standard Number: IS/ISO 105-F03:2001
Title: Textiles – Tests for colour fastness Part F03 Specification for polyamide adjacent fabric
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
DOC-FFE623D175BD36B4,MSV1-FFE623D175BD36B4,IS/ISO 105-F02:2009,"Standard Number: IS/ISO 105-F02:2009
Title: Textiles – Tests for colour fastness Part F02 Specification for cotton and viscose adjacent fabrics
Type: Methods of Tests
Degree of Equivalence: Identical under single numbering"
