term_id,technical_term,synonym,abbreviation,product_term,regional_term,language,standard_usage,source,validation_status
TERM-1E754257F5FC4A28,6254,NOT_VALIDATED,NOT_VALIDATED,6254,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2709FB8FD1BC693B,satin,NOT_VALIDATED,NOT_VALIDATED,satin,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-DC36C6333C8FACD2,fibrous,NOT_VALIDATED,NOT_VALIDATED,fibrous,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D62AAE7FBBFCF405,rovings,NOT_VALIDATED,NOT_VALIDATED,rovings,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-EFFCD7DA4C78135B,thermoset,NOT_VALIDATED,NOT_VALIDATED,thermoset,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-B1C02B717C94BD42,cop,NOT_VALIDATED,NOT_VALIDATED,cop,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-C952DAAA4F4D9CB8,11510,NOT_VALIDATED,NOT_VALIDATED,11510,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2CC0B485BC6D3B49,chopped,NOT_VALIDATED,NOT_VALIDATED,chopped,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-0C1C541AF9CC252A,mat,NOT_VALIDATED,NOT_VALIDATED,mat,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2A0A96CDFB95188E,dimethylol,NOT_VALIDATED,NOT_VALIDATED,dimethylol,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D0CA5D661D4BEE8E,dihydroxy,NOT_VALIDATED,NOT_VALIDATED,dihydroxy,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-305E329DC9733420,dmdheu,NOT_VALIDATED,NOT_VALIDATED,dmdheu,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-EB93849B323EE8FD,reactant,NOT_VALIDATED,NOT_VALIDATED,reactant,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E9F7402F38EC9D74,dmeu,NOT_VALIDATED,NOT_VALIDATED,dmeu,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E5D08265EE61D1EB,trimethylol,NOT_VALIDATED,NOT_VALIDATED,trimethylol,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-DF690B4BB7C4AFDB,boiling,NOT_VALIDATED,NOT_VALIDATED,boiling,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-3FA9A2637744B91B,starch,NOT_VALIDATED,NOT_VALIDATED,starch,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-FCB3CD9FB934DC70,flocked,NOT_VALIDATED,NOT_VALIDATED,flocked,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-32F09FA1E0D7BC30,allowance,NOT_VALIDATED,NOT_VALIDATED,allowance,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-67DE0D1080D64E93,keywords,NOT_VALIDATED,NOT_VALIDATED,keywords,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-58466EBDD352F801,rm,NOT_VALIDATED,NOT_VALIDATED,rm,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-8001C27439650C5C,global,NOT_VALIDATED,NOT_VALIDATED,global,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-41A01F9945B8B394,conduit,NOT_VALIDATED,NOT_VALIDATED,conduit,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-EEBA58C85666F38E,expressing,NOT_VALIDATED,NOT_VALIDATED,expressing,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2EBB9294801961CD,assigned,NOT_VALIDATED,NOT_VALIDATED,assigned,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-F5AFA2B3773EB81B,palm,NOT_VALIDATED,NOT_VALIDATED,palm,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-32C1CF49A2FEEE26,skills,NOT_VALIDATED,NOT_VALIDATED,skills,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-BD1B16004D22B1A8,productivity,NOT_VALIDATED,NOT_VALIDATED,productivity,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-A130DDBC4E7FC2B9,succession,NOT_VALIDATED,NOT_VALIDATED,succession,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-ACF5683EC5816741,aneroid,NOT_VALIDATED,NOT_VALIDATED,aneroid,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-94B794E55E8FE0DE,barometers,NOT_VALIDATED,NOT_VALIDATED,barometers,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-57F64F1B45572420,rum,NOT_VALIDATED,NOT_VALIDATED,rum,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-985ADC4DC7D1150F,gin,NOT_VALIDATED,NOT_VALIDATED,gin,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-02587876979917E4,whisky,NOT_VALIDATED,NOT_VALIDATED,whisky,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-A68999ADD325BA99,spirit,NOT_VALIDATED,NOT_VALIDATED,spirit,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-40346E5F7252168D,distilled,NOT_VALIDATED,NOT_VALIDATED,distilled,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-7554FE58276C023F,sllde,NOT_VALIDATED,NOT_VALIDATED,sllde,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2E1D590BE7F99244,rails,NOT_VALIDATED,NOT_VALIDATED,rails,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-7636F4F8AC1A321C,6628,NOT_VALIDATED,NOT_VALIDATED,6628,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-DA7AD11E10C38239,6950,NOT_VALIDATED,NOT_VALIDATED,6950,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-AE8412D4F9C35196,inedible,NOT_VALIDATED,NOT_VALIDATED,inedible,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-B9DE1393210FD6E2,offals,NOT_VALIDATED,NOT_VALIDATED,offals,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E71B7B18EF230811,7891,NOT_VALIDATED,NOT_VALIDATED,7891,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-7CF204398CA43AF7,11533,NOT_VALIDATED,NOT_VALIDATED,11533,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-A15FE7F4BE7E57E9,gambrels,NOT_VALIDATED,NOT_VALIDATED,gambrels,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D8ED0B6368D91169,11631,NOT_VALIDATED,NOT_VALIDATED,11631,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-6AFEBEC0B1230433,cashew,NOT_VALIDATED,NOT_VALIDATED,cashew,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-41CD397C4EA0BFB6,fenny,NOT_VALIDATED,NOT_VALIDATED,fenny,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-55B8880BD85DF023,triazophos,NOT_VALIDATED,NOT_VALIDATED,triazophos,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-96E436883F494084,hog,NOT_VALIDATED,NOT_VALIDATED,hog,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-8303B606B12CF757,6782,NOT_VALIDATED,NOT_VALIDATED,6782,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E5B6A7364E8A1049,stall,NOT_VALIDATED,NOT_VALIDATED,stall,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-FE1A61777DA3376C,7053,NOT_VALIDATED,NOT_VALIDATED,7053,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-533F8CC06A1157BB,slaughter,NOT_VALIDATED,NOT_VALIDATED,slaughter,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D6E21286621A8586,house,NOT_VALIDATED,NOT_VALIDATED,house,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D4017430F17FD10F,stunning,NOT_VALIDATED,NOT_VALIDATED,stunning,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-9CD1CBA6C85CB404,tongs,NOT_VALIDATED,NOT_VALIDATED,tongs,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-7CA803C7FC3F8D5F,pigs,NOT_VALIDATED,NOT_VALIDATED,pigs,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-15FD8DF16E6FEB96,7909,NOT_VALIDATED,NOT_VALIDATED,7909,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-9F6F684B2451CC47,12189,NOT_VALIDATED,NOT_VALIDATED,12189,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-AFA084E37C9A0D0C,12486,NOT_VALIDATED,NOT_VALIDATED,12486,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2F9122BCDFEB38E2,offal,NOT_VALIDATED,NOT_VALIDATED,offal,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-DF716328478A5668,12487,NOT_VALIDATED,NOT_VALIDATED,12487,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E04F202D6CFD3711,5960,NOT_VALIDATED,NOT_VALIDATED,5960,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-0BCC639F6C41A8B9,dating,NOT_VALIDATED,NOT_VALIDATED,dating,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E2253B73169D05FF,guar,NOT_VALIDATED,NOT_VALIDATED,guar,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D14BC0F59DEFC0F9,korma,NOT_VALIDATED,NOT_VALIDATED,korma,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-0C4243C45502E6C9,frp,NOT_VALIDATED,NOT_VALIDATED,frp,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-A54084383E3CF7C2,matches,NOT_VALIDATED,NOT_VALIDATED,matches,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-FFE4F728A011C3DD,coniferous,NOT_VALIDATED,NOT_VALIDATED,coniferous,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-F4DEF9569B73E8BE,sawn,NOT_VALIDATED,NOT_VALIDATED,sawn,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-5DD46878BB0B580B,timber,NOT_VALIDATED,NOT_VALIDATED,timber,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-5AE9A95E3CAD5B16,baulks,NOT_VALIDATED,NOT_VALIDATED,baulks,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D6E19129B5C9DBF0,scantling,NOT_VALIDATED,NOT_VALIDATED,scantling,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E09F4039D9B673BF,diagonal,NOT_VALIDATED,NOT_VALIDATED,diagonal,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-518694E8B264C48E,cartographers,NOT_VALIDATED,NOT_VALIDATED,cartographers,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-17FE9AB290D9A945,surveyors,NOT_VALIDATED,NOT_VALIDATED,surveyors,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-00C80661F5A68EFF,battened,NOT_VALIDATED,NOT_VALIDATED,battened,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D27E03F1B5B8992B,powrahs,NOT_VALIDATED,NOT_VALIDATED,powrahs,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-ADD1743EAE5BBD8E,bamboo,NOT_VALIDATED,NOT_VALIDATED,bamboo,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2D120FBC1B9F1CE8,chicks,NOT_VALIDATED,NOT_VALIDATED,chicks,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-FDFEC25BF6D22B28,checklists,NOT_VALIDATED,NOT_VALIDATED,checklists,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-AEF2FB9DD3AABF7D,soybean,NOT_VALIDATED,NOT_VALIDATED,soybean,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-8F5F098499F6069B,oilcake,NOT_VALIDATED,NOT_VALIDATED,oilcake,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E4AA59FD36887738,expeller,NOT_VALIDATED,NOT_VALIDATED,expeller,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D72CED17403FD354,monensin,NOT_VALIDATED,NOT_VALIDATED,monensin,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-393BC531FDA2E76B,narasin,NOT_VALIDATED,NOT_VALIDATED,narasin,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-278C3CE3BBEE2190,salinomycin,NOT_VALIDATED,NOT_VALIDATED,salinomycin,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-56F65E2368732ABF,carbadox,NOT_VALIDATED,NOT_VALIDATED,carbadox,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-9E161B68A6A4EE09,chuni,NOT_VALIDATED,NOT_VALIDATED,chuni,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E2FA544F1C063438,picks,NOT_VALIDATED,NOT_VALIDATED,picks,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-1C958B2F985596B7,beaters,NOT_VALIDATED,NOT_VALIDATED,beaters,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-13809668FB436386,pencil,NOT_VALIDATED,NOT_VALIDATED,pencil,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-1C469B5DE47F06CE,slats,NOT_VALIDATED,NOT_VALIDATED,slats,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-BA451247DCF0D65B,converted,NOT_VALIDATED,NOT_VALIDATED,converted,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-9C1623F0D38E28E9,ed,NOT_VALIDATED,NOT_VALIDATED,ed,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E6FAD0C139E1680D,accumulator,NOT_VALIDATED,NOT_VALIDATED,accumulator,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-CF83F0F9828551B6,choice,NOT_VALIDATED,NOT_VALIDATED,choice,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-4DDB3E96801A1EE2,completed,NOT_VALIDATED,NOT_VALIDATED,completed,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-45699F9F387BD459,tankers,NOT_VALIDATED,NOT_VALIDATED,tankers,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-838F461C2FA673CE,360,NOT_VALIDATED,NOT_VALIDATED,360,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-792A04B3E0BACB79,sheathing,NOT_VALIDATED,NOT_VALIDATED,sheathing,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-B1791F357DA0B00F,shipboard,NOT_VALIDATED,NOT_VALIDATED,shipboard,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-FF8C8438DE2FFBB1,injectors,NOT_VALIDATED,NOT_VALIDATED,injectors,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-1A460ACDB952873B,accessory,NOT_VALIDATED,NOT_VALIDATED,accessory,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-459535FAA370A3B5,353,NOT_VALIDATED,NOT_VALIDATED,353,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2017F33A249A964B,returnable,NOT_VALIDATED,NOT_VALIDATED,returnable,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-DA5A8F087A8FA045,situ,NOT_VALIDATED,NOT_VALIDATED,situ,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-41D37E3B4F296F7E,pouring,NOT_VALIDATED,NOT_VALIDATED,pouring,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-8906BF86FA12DB24,rapeseed,NOT_VALIDATED,NOT_VALIDATED,rapeseed,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-11EA32984AA6C2C6,tasting,NOT_VALIDATED,NOT_VALIDATED,tasting,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D0D092B83D4AEFAB,intense,NOT_VALIDATED,NOT_VALIDATED,intense,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-F616CB3CCD8DF4D9,flavour,NOT_VALIDATED,NOT_VALIDATED,flavour,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
