recommendation_id,query_id,standard_id,rank,evidence_type,evidence_text,source,validation_status
REC-F731B68345BD2ED7,SYN-REQ-01928,MSV1-6D54DD07B8E6EC60,1,TITLE_GROUNDED_MATCH,Query template directly names: Geometrical Product Specifications (GPS) - Surface Texture: Profile Method - Calibration of Contact (Stylus) Instruments,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-D768FEE82A416613,SYN-REQ-01929,MSV1-B19F3F8EBC27E3EA,1,TITLE_GROUNDED_MATCH,Query template directly names: preformed fillers for expansion joint in concrete pavement and structures (non extruding and resilient type): Part 1 Bitumen impregnated fibre - Specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-72BAE34FA2ABDA91,SYN-REQ-01930,MSV1-E14805CEABD37D6B,1,TITLE_GROUNDED_MATCH,"Query template directly names: Commercial Blasting Explosives and Accessories - Methods of Test Part 3 Detonators, General and Permitted ( First Revision )",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-64A4AAF60AA2AF81,SYN-REQ-01931,MSV1-0CA6F466C78D33FA,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for general purpose maximum and minimum thermometers,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-212C89778E7971BB,SYN-REQ-01932,MSV1-A871541DC6E52BD6,1,TITLE_GROUNDED_MATCH,Query template directly names: Workplace Air - Determination of Particulate Lead and Lead Compounds - Flame or Electrothermal Atomic Absorption Spectrometric Method (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-09D06ED3D5FEFB03,SYN-REQ-01933,MSV1-37A7E1E0A81D194F,1,TITLE_GROUNDED_MATCH,"Query template directly names: Specification for antiwear hydraulic oil, extra heavy duty type",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-2853B7340711DE50,SYN-REQ-01934,MSV1-283E9C9EC9D3737C,1,TITLE_GROUNDED_MATCH,Query template directly names: Definitions and Terminology relating to Hydraulic Cement,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-C7D6FA1F043A31CE,SYN-REQ-01935,MSV1-DC2057EF253CCAE4,1,TITLE_GROUNDED_MATCH,Query template directly names: Guidelines for nailing of large framed wooden containers,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-2677E3F918A59E47,SYN-REQ-01936,MSV1-EBB1F76E63E7B672,1,TITLE_GROUNDED_MATCH,Query template directly names: Breathing System Filters for Anaesthetic and Respiratory Use Part 1: Salt Test Method to Assess Filtration Performance,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-B8F162E85AB6EDFD,SYN-REQ-01937,MSV1-6DE6A89E9CD0D462,1,TITLE_GROUNDED_MATCH,Query template directly names: Live working - Electrical insulating sleeves (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-C51A72A2309799B4,SYN-REQ-01938,MSV1-6315134319524614,1,TITLE_GROUNDED_MATCH,Query template directly names: Road vehicles - Liquefied petroleum gas (LPG) specific equipment - Gas injector,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-977ACF4D78EC33EF,SYN-REQ-01939,MSV1-81C17FD94A30F157,1,TITLE_GROUNDED_MATCH,Query template directly names: Methods of Test for Footwear Part 15 Washability in a domestic washing machine for whole shoe,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-DD66A93EA09BA2AF,SYN-REQ-01940,MSV1-B03548655F2779E4,1,TITLE_GROUNDED_MATCH,Query template directly names: Textiles Jute canvas postal bags Specification first revision of IS 11193,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-391B720B24654A05,SYN-REQ-01941,MSV1-23C27FA4D82EDFDB,1,TITLE_GROUNDED_MATCH,Query template directly names: Mechanical vibration and shock - Vibration and shock in buildings with sensitive equipment: Part 2 classification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-BF68F37DDF2796F9,SYN-REQ-01942,MSV1-B3D61B2574BFE8A0,1,TITLE_GROUNDED_MATCH,Query template directly names: Single square socket tee wrenches (Spanners) - Specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-838A755B97B052AF,SYN-REQ-01943,MSV1-E564697224221B16,1,TITLE_GROUNDED_MATCH,Query template directly names: VAULT STRONG ROOM DOORS PART 3 TESTS FOR FIRE RESISTANCE Second Revision of IS 11188,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-CB782E86C6FC6BAC,SYN-REQ-01944,MSV1-549DE0546FF84716,1,TITLE_GROUNDED_MATCH,Query template directly names: Galvanized steel barbed wire for fencing - Specification (Fourth Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-7AF48AA785104720,SYN-REQ-01945,MSV1-644B6679C8085A5B,1,TITLE_GROUNDED_MATCH,Query template directly names: Methods of grading and visual classification of muscovite mica splittings,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-9695E6EA3B81E955,SYN-REQ-01946,MSV1-E65354D9B8CFFBE2,1,TITLE_GROUNDED_MATCH,Query template directly names: Code of practice for the installation of electric bells and call system,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-5FD222E64A6BCBBB,SYN-REQ-01947,MSV1-3521882EF45916BA,1,TITLE_GROUNDED_MATCH,Query template directly names: Guide for storage of Round - Headed Cabbage (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-64BC35633C0C26EC,SYN-REQ-01948,MSV1-3C1DC214E7BF92A6,1,TITLE_GROUNDED_MATCH,Query template directly names: Manifold Type Storage Water Tank for All Glass Evacuated Tubes Solar Collector Systems - Specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-536D7D24F9DF0911,SYN-REQ-01949,MSV1-426D0313C4DFC41C,1,TITLE_GROUNDED_MATCH,Query template directly names: Nylon 6 polymer for its safe use in contact with foodstuffs pharmaceuticals and drinking water - Specification (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-F6B4EE3FE7DC0DEF,SYN-REQ-01950,MSV1-AD1D8117E7E0BA71,1,TITLE_GROUNDED_MATCH,Query template directly names: Welding coordination - Tasks and responsibilities (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-CC9A5DFB505FD299,SYN-REQ-01951,MSV1-5A268ECD7213CB9F,1,TITLE_GROUNDED_MATCH,Query template directly names: WOLFRAMITE CONCENTRATE - SPECIFICATION (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-1E0E5080EE2B06B5,SYN-REQ-01952,MSV1-9EF1CC5A87B7BDD6,1,TITLE_GROUNDED_MATCH,Query template directly names: Glass jars fqr air - Depolarized primary (Caustic Soda) wet cells - Specification (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-3ACBC840B669C69E,SYN-REQ-01953,MSV1-15CDF81342C51221,1,TITLE_GROUNDED_MATCH,Query template directly names: Evaluation of completed irrigation projects (Major And Medium) - Guidelines,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-C4BA24C8E40AF2BD,SYN-REQ-01954,MSV1-A93BD5CB245BC70D,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for t - Sign plate for trailers,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-CB2612127C355758,SYN-REQ-01955,MSV1-7C19B4BE6B66A522,1,TITLE_GROUNDED_MATCH,Query template directly names: Graphic technology - Process control - Offset platemaking,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-CA2CC666A05BB1CB,SYN-REQ-01956,MSV1-106273C5C7B8A56A,1,TITLE_GROUNDED_MATCH,Query template directly names: Methods of sampling and test for fertilizers: Part 4 determination of potassium (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-A1BDED3CD7C0DF06,SYN-REQ-01957,MSV1-4CC2E855BBE65505,1,TITLE_GROUNDED_MATCH,Query template directly names: Carbon Brushes Brush Holders Commutators and Slip-Rings Definitions and Nomenclature,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-1F21F6A5832EC808,SYN-REQ-01958,MSV1-6E3B014997B1AF0A,1,TITLE_GROUNDED_MATCH,Query template directly names: Water Reuse in Urban Areas Guidelines for Water Reuse Safety Evaluation Assessment Parameters and Methods,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-383B480E79574CCC,SYN-REQ-01959,MSV1-2D18AF87FFEEE016,1,TITLE_GROUNDED_MATCH,Query template directly names: Information Technology - Big Data Reference Architecture Part 4: Security and Privacy,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-A30D7990EA483074,SYN-REQ-01960,MSV1-BA0557D05D014D13,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for gassing of insulating liquid under electric stress and ionization: Part 1 methods of determination of gassing rate under hydrogen atmosphere,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-94D12F1F9918C7EA,SYN-REQ-01961,MSV1-E7F2297E9664486B,1,TITLE_GROUNDED_MATCH,Query template directly names: STERILIZED / UHT STERILIZED CREAM – SPECIFICATION,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-4D6F1467030C910D,SYN-REQ-01962,MSV1-2DD776EC872D2DE2,1,TITLE_GROUNDED_MATCH,"Query template directly names: Thoracic and cardiovascular surgery instruments - Forceps, dissecting, lung - Specification (First Revision)",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-F307EC6A74C865D6,SYN-REQ-01963,MSV1-8AB2A67E3150048B,1,TITLE_GROUNDED_MATCH,Query template directly names: Determination of Certain Substances in Electrotechnical Products Part 10 Polycyclic Aromatic Hydrocarbons (PAHs) in Polymers and Electronics by Gas Chromatography-Mass Spectrometry (GC-MS),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-9B93533E1E8B6C2D,SYN-REQ-01964,MSV1-3FB13707041AC449,1,TITLE_GROUNDED_MATCH,Query template directly names: Machine Tools — Safety — Sawing Machines for Cold Metal,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-5DB4CC89AE9C01E1,SYN-REQ-01965,MSV1-3F40EAF86F2A9C46,1,TITLE_GROUNDED_MATCH,Query template directly names: Photography - Photographic Grade Chemicals - Test Methods - Part 13 Determination of pH,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-F9AFE126D19E1013,SYN-REQ-01966,MSV1-AB93FE920EFAAB92,1,TITLE_GROUNDED_MATCH,Query template directly names: Textiles — Handloom Cotton Drills — Specification (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-9A625A774D170A37,SYN-REQ-01967,MSV1-B11C863E59F464F4,1,TITLE_GROUNDED_MATCH,Query template directly names: Nuclear energy - Reference beta-particle radiation : Part 2 Calibration fundamentals related to basic quantities characterizing the radiation field,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-B0C0B0430BD5B5E1,SYN-REQ-01968,MSV1-5C609BE0E00DA3F3,1,TITLE_GROUNDED_MATCH,Query template directly names: Automotive vehicles - Electrical windshield washing systems - Performance requiremeNts,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-6A7C817056BA0AFF,SYN-REQ-01969,MSV1-65724CF3D2D3B39D,1,TITLE_GROUNDED_MATCH,Query template directly names: Fire-Resistance Tests - Elements of Building Construction - Glazed Elements,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-EEFDCA24F49236A7,SYN-REQ-01970,MSV1-3B4FE908B2C50685,1,TITLE_GROUNDED_MATCH,Query template directly names: Meat and meat products - Methods of test: Part 10 measurement of pH - Reference method (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-BD0A7A0E4269CC46,SYN-REQ-01971,MSV1-FA0088ECDA6EC7BD,1,TITLE_GROUNDED_MATCH,Query template directly names: Resistance spot welding - Male electrode caps,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-9B698DC0B01C9C71,SYN-REQ-01972,MSV1-70D9C1BB4BE89796,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification of Mason's tools for plaster work and pointing work (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-1CFEE10BE3CE2CF4,SYN-REQ-01973,MSV1-95C9CF02632859B1,1,TITLE_GROUNDED_MATCH,"Query template directly names: Performance tests for complete, filled transport packages: Part 5 rolling test (First Revision)",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-3F42DE34A3C6BA7A,SYN-REQ-01974,MSV1-E0024308D10D1408,1,TITLE_GROUNDED_MATCH,Query template directly names: Medical electrical equipment: Part 2 particular requirements for basic safety and essential performance: Sec 56 clinical thermometers for body temperature measurement,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-E2FB1608C7211956,SYN-REQ-01975,MSV1-F2B5D6269537E7EE,1,TITLE_GROUNDED_MATCH,Query template directly names: Vegetable fats and oils Determination of phospholipids content in lecithins by HPLC using a light-scattering detector,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-5A57ED1C669DB40C,SYN-REQ-01976,MSV1-B91E40D9EF4D3548,1,TITLE_GROUNDED_MATCH,"Query template directly names: Sampling, Transport, Storage and Sample Preparation of Food Samples for Microbiological Analysis (Second Revision)",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-BA3A9B90D781B494,SYN-REQ-01977,MSV1-E0D53DDC52FD9C7B,1,TITLE_GROUNDED_MATCH,"Query template directly names: Specification for trephine, bone lacrimal with handle",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-7E6564BFC2B1932A,SYN-REQ-01978,MSV1-9D6AEED78502D3D1,1,TITLE_GROUNDED_MATCH,Query template directly names: Use of synthesis gas from coal gasifier for production of sponge iron - Guidelines,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-E9D42D5EFF1FABF1,SYN-REQ-01979,MSV1-C2A150BA0E712F44,1,TITLE_GROUNDED_MATCH,Query template directly names: Water swivel for use with diamond core drilling - Requirements,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-8DF5092079600FCE,SYN-REQ-01980,MSV1-1DAA5898D80B42B5,1,TITLE_GROUNDED_MATCH,Query template directly names: Textiles – Tests for colour fastness Part A04 Method for the instrumental assessment of the degree of staining of adjacent fabrics,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-BB628A4FB5402B3B,SYN-REQ-01981,MSV1-1EDBA528379C48DC,1,TITLE_GROUNDED_MATCH,Query template directly names: Boiler Water Treatment Compounds - Specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-5FE4E1C737347F2A,SYN-REQ-01982,MSV1-E4774C1A03760EDE,1,TITLE_GROUNDED_MATCH,Query template directly names: Direct Acting Indicating Analogue Electrical Measuring Instruments and their Accessories Part 9 Recommended Test Methods (Fourth Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-F73706E27D96C0C4,SYN-REQ-01983,MSV1-08B44A99FCFFA6B5,1,TITLE_GROUNDED_MATCH,Query template directly names: Fixed capacitors for use in electronic equipment: Part 1 Sectional specification - Fixed metallized polyethylene terephthalate film dielectric d.c. capacitors (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-D714B149A2B33326,SYN-REQ-01984,MSV1-742ECC2F3EB13444,1,TITLE_GROUNDED_MATCH,Query template directly names: Laboratory glassware - Separating funnels and dropping funnels (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-79C12272BD1DFCDC,SYN-REQ-01985,MSV1-6F28C4154223D184,1,TITLE_GROUNDED_MATCH,Query template directly names: All Rubber Gum Boots and Ankle Boots Part 1 Safety and Protective (Fifth Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-FAFECFD1A80B6813,SYN-REQ-01986,MSV1-DD011DC65F78F4B5,1,TITLE_GROUNDED_MATCH,Query template directly names: Determination of hardness under static indentation (See IS 1708: PARTS 1 TO 18),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-BD4B17CD3FBE572E,SYN-REQ-01987,MSV1-00DDDF76DB5648E3,1,TITLE_GROUNDED_MATCH,Query template directly names: Transport tractors and trailers fifth wheel couplings - Strength tests,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-D5C8FA6B3E3BCF60,SYN-REQ-01988,MSV1-24B2056BCC7D3FEF,1,TITLE_GROUNDED_MATCH,Query template directly names: Information Technology - Artificial Intelligence- Management System,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-072B81BEF65A2300,SYN-REQ-01989,MSV1-B0E1FB4BE26334C2,1,TITLE_GROUNDED_MATCH,Query template directly names: Clinical dosimetry - Beta radiation sources for brachytherapy,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-E6EA4368E63B8130,SYN-REQ-01990,MSV1-35CA024DC416A22F,1,TITLE_GROUNDED_MATCH,Query template directly names: Medical electrical equipment Part 2 Particular requirements for basic safety and essential performance Section 43 X-ray equipment for interventional procedures Second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-D5EF41417D252372,SYN-REQ-01991,MSV1-CD9AD04723439230,1,TITLE_GROUNDED_MATCH,Query template directly names: Rolling bearings -- Static load ratings (Third Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-3C608F756933E1D6,SYN-REQ-01992,MSV1-8D89D5B7BF2DC989,1,TITLE_GROUNDED_MATCH,Query template directly names: Innovation Management Tools and methods for innovation partnership- Guidance,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-A0068BAED575AB30,SYN-REQ-01993,MSV1-09AD0C8E5B6A119B,1,TITLE_GROUNDED_MATCH,"Query template directly names: SELECTION, INSTALLATION, OPERATION AND MAINTENANCE OF PUMPS FOR INDUSTRIAL APPLICATIONS - CODE OF PRACTICE PART 2 INSTALLATION",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-D3920F3A6F3523BD,SYN-REQ-01994,MSV1-03638FE10DB68351,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for delivery roller boss for jute drawing frame,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-C5048909C566DC1F,SYN-REQ-01995,MSV1-26D85C59E81E3B0D,1,TITLE_GROUNDED_MATCH,Query template directly names: Quartz crystal units - A specification in the IEC quality assessment system for electronic components (IECQ) - Blank detail specification - Capability approval,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-0FF914BD35B62B88,SYN-REQ-01996,MSV1-EC6777FD6598C437,1,TITLE_GROUNDED_MATCH,Query template directly names: Work Chairs - Specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-3C33C193660CF4E7,SYN-REQ-01997,MSV1-E1B8124BDA5FFDBB,1,TITLE_GROUNDED_MATCH,Query template directly names: GENERAL REQUIREMENTS FOR CONCRETE VIBRATORS SCREED BOARD TYPE (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-BCD5BEEC3D153904,SYN-REQ-01998,MSV1-7E729672D19A8EC7,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for hard anodic coatings on aluminium and aluminium alloys (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-0EE97B4850569831,SYN-REQ-01999,MSV1-4A8F233863794903,1,TITLE_GROUNDED_MATCH,Query template directly names: Air Handling Units - Specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-CA21043E434D4215,SYN-REQ-02000,MSV1-3F8EC041121E17FC,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for double ended clamps (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-B586DF823F03BDDB,SYN-REQ-02001,MSV1-C1AFC616D552DDD5,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for resistance welding equipment: Part 3 single - Phase spot and projection welding machines,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-26975FF1E966E9AA,SYN-REQ-02002,MSV1-8210F4ACA3CE721D,1,TITLE_GROUNDED_MATCH,Query template directly names: Earth - Moving machinery - Machine Mounted audible travel alarms and forward horns - Test methods and performance criteria,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-A2AFA0FA8BB3030F,SYN-REQ-02003,MSV1-BA5F8436F354A98C,1,TITLE_GROUNDED_MATCH,Query template directly names: Urea-formaldehyde moulding materials - Specification (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-C6159D000DF4D33C,SYN-REQ-02004,MSV1-654CB91E079B8908,1,TITLE_GROUNDED_MATCH,Query template directly names: Industrial Communication Networks Part 3 Network and System Security Section 3 System security requirements and security levels,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-1BEFFAC23310D900,SYN-REQ-02005,MSV1-F785E0D3756EA03D,1,TITLE_GROUNDED_MATCH,Query template directly names: Dimensions for ball grips,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-6896B42F210D2842,SYN-REQ-02006,MSV1-CA50100D628E9A2F,1,TITLE_GROUNDED_MATCH,Query template directly names: Ice Tong Calipers - Cone's Pattern (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-56DB51C86AB6CBD3,SYN-REQ-02007,MSV1-8C6262DE7C0D4B6C,1,TITLE_GROUNDED_MATCH,Query template directly names: Thermal neutron radiography - Recommended practices,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-67E61ECD4215F458,SYN-REQ-02008,MSV1-C6ABEAC0230EC3A0,1,TITLE_GROUNDED_MATCH,Query template directly names: Indian script code for information interchange - ISCII,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-CFB263C6A533F118,SYN-REQ-02009,MSV1-703910290B891632,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for jointed wood poles for overhead power and telecommunication lines,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-2914196D58814BFF,SYN-REQ-02010,MSV1-AEA4D8E8D57DCDF0,1,TITLE_GROUNDED_MATCH,Query template directly names: Guide for the maintenance of silicone transformer liquids,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-967093CD66A9D1D2,SYN-REQ-02011,MSV1-55FCDBAE4CF08F3A,1,TITLE_GROUNDED_MATCH,Query template directly names: Stub milling arbors with self-release 7/24 taper -- Specification (first revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-4013D1260C2E468A,SYN-REQ-02012,MSV1-90F6A00596B08E82,1,TITLE_GROUNDED_MATCH,"Query template directly names: Geometrical product specifications (GPS) -- Geometrical tolerancing: Part 2 Maximum material requirement (MMR), least material requirement (LMR) and reciprocity requirement (RPR) (third revision)",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-467CADA948EC47B0,SYN-REQ-02013,MSV1-C8203228C29A0862,1,TITLE_GROUNDED_MATCH,"Query template directly names: Forceps, Tonsil Holding (Muck's and White's Patterns) Specification ( First Revision )",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-5325493D1B5DE73D,SYN-REQ-02014,MSV1-FF29099971B8A1D5,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for pattern lifting pins and hooks for use in foundries (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-1182ECF137FECBEA,SYN-REQ-02015,MSV1-C5DCD138F4987E66,1,TITLE_GROUNDED_MATCH,Query template directly names: Specificationfor umbrella ribs (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-BDB3A2B34D6D52A5,SYN-REQ-02016,MSV1-52205E1B8C5F68AD,1,TITLE_GROUNDED_MATCH,"Query template directly names: Specification for ammonium sulphate,technical",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-D3F2AAB753C04408,SYN-REQ-02017,MSV1-86BE5C5EA3773892,1,TITLE_GROUNDED_MATCH,Query template directly names: AMINOPLASTIC MOULDING MATERIALS - METHODS OF TEST (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-770F56BA0BD20589,SYN-REQ-02018,MSV1-313886B343C282AF,1,TITLE_GROUNDED_MATCH,Query template directly names: Electromechanical elementary relays: Part 7 test and measurement procedures,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-110499A02DACA13E,SYN-REQ-02019,MSV1-77BE2BE4913BED9B,1,TITLE_GROUNDED_MATCH,Query template directly names: Coated abrasives -- Cylindrical sleeves,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-5E34B517291B446B,SYN-REQ-02020,MSV1-1C621DA8423415B8,1,TITLE_GROUNDED_MATCH,Query template directly names: Specifications for unused silicone insulating liquids for electrotechnical purposes,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-46027C078F67C161,SYN-REQ-02021,MSV1-61FEB4045E663A5E,1,TITLE_GROUNDED_MATCH,Query template directly names: Textiles - Inland Packing of Wool Hosiery Yarn and Goods - Code of Practice (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-338643EA5E7D7DD5,SYN-REQ-02022,MSV1-F36031614CBF11C5,1,TITLE_GROUNDED_MATCH,Query template directly names: Vitreous sanitary appliances (Vitreous China) - Specification: Part 7 Specific requirements of accessories for sanitary appliances (third revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-C338801B790BA07D,SYN-REQ-02023,MSV1-E6D43DFAB17AC0A1,1,TITLE_GROUNDED_MATCH,"Query template directly names: Acceptance Conditions for Copying Attachments, Integral or Otherwise, for Lathes — Testing of the Accuracy",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-176B4246426CE91A,SYN-REQ-02024,MSV1-E23C8011600BB45E,1,TITLE_GROUNDED_MATCH,Query template directly names: A.C. motor capacitors (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-2F1E6E610ECD1C5A,SYN-REQ-02025,MSV1-52AFA89153859DB5,1,TITLE_GROUNDED_MATCH,Query template directly names: Composite units of air - Break switches and rewirable type fuses for voltages not exceeding 650 v a.c. - Specification (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-EBFD2C21CB98D72D,SYN-REQ-02026,MSV1-61F07B3B05559454,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for Mild Steel And Medium Tensile Steel Bars and Hard-Drawn Steel Wire for Concrete Reinforcement Part 1 Mild Steel and Medium Tensile Steel Bars Fourth Revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-82D9D5DBD9EC56A3,SYN-REQ-02027,MSV1-AA3DCC7A406B1940,1,TITLE_GROUNDED_MATCH,Query template directly names: Low pressure regulators for use with liquefied petroleum gas (LPG) - Specification (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-EFD9E2C425F2CFED,SYN-REQ-02028,MSV1-F4FC3A7D922E676B,1,TITLE_GROUNDED_MATCH,Query template directly names: Stationery — Cutter Blades — Specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-C72D0C2D202FEDB0,SYN-REQ-02029,MSV1-D1730F079155F186,1,TITLE_GROUNDED_MATCH,"Query template directly names: Dimensions for nominal lengths and thread lengths for bolts, screws and studs (Second Revision)",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
