trace_id,query_id,stage,input_json,output_json,validation_status
TRACE-C3C54AE87E762176,SYN-REQ-02184,SYNTHETIC_DATA_GENERATION,"{""title"": ""Cast iron/S.G. Iron/Cast Steel screw-down stop valves for water works purposes - Specification (second revision)""}","{""standard_id"": ""MSV1-70A03E95C985B0E2""}",SYNTHETIC
TRACE-7432521FF4D55C87,SYN-REQ-02185,SYNTHETIC_DATA_GENERATION,"{""title"": ""Earth-Moving Machinery - Functional Safety Part 1 Methodology to Determine Safety-related Parts of the Control System and Performance Requirements""}","{""standard_id"": ""MSV1-29AA120B6B4A2944""}",SYNTHETIC
TRACE-4B1A76760258A166,SYN-REQ-02186,SYNTHETIC_DATA_GENERATION,"{""title"": ""Chemical analysis of aluminium and its alloys parts 1 to 12 (Second Revision)""}","{""standard_id"": ""MSV1-ECE0F24E38D6161C""}",SYNTHETIC
TRACE-7FA021E3FAF5775D,SYN-REQ-02187,SYNTHETIC_DATA_GENERATION,"{""title"": ""Cork composition sheets - Specification: Part 1 plain cork sheets (Second Revision)""}","{""standard_id"": ""MSV1-A8A377B49D36A8A0""}",SYNTHETIC
TRACE-29193E153B397163,SYN-REQ-02188,SYNTHETIC_DATA_GENERATION,"{""title"": ""Performance verificationof liquid scintillation counting systems""}","{""standard_id"": ""MSV1-03E3893582691A5A""}",SYNTHETIC
TRACE-32453AF0A47DE379,SYN-REQ-02189,SYNTHETIC_DATA_GENERATION,"{""title"": ""Carbide tips: Part 6 Carbide tips for single point threading tools -- Specification""}","{""standard_id"": ""MSV1-14BED74BFDD23A97""}",SYNTHETIC
TRACE-26B90D42BCF77E1C,SYN-REQ-02190,SYNTHETIC_DATA_GENERATION,"{""title"": ""Specification for spring collets""}","{""standard_id"": ""MSV1-1BB443DB3A241C89""}",SYNTHETIC
TRACE-2C76544E6D8B1F8F,SYN-REQ-02191,SYNTHETIC_DATA_GENERATION,"{""title"": ""Ergonomics 3-D scanning methodologies for internationally compatible anthropometric databases : Part 2 Evaluation protocol of surface shape and repeatability of relative landmark positions (first revision)""}","{""standard_id"": ""MSV1-7694ABE4234D09B8""}",SYNTHETIC
TRACE-036AD105DC4FD0C5,SYN-REQ-02192,SYNTHETIC_DATA_GENERATION,"{""title"": ""Methyl Ester of Beta-Apo-8\u2019-Carotenoic Acid, Food Grade \u2014 Specification (First Revision)""}","{""standard_id"": ""MSV1-ACE55C46FE76C580""}",SYNTHETIC
TRACE-C676D635E919392B,SYN-REQ-02193,SYNTHETIC_DATA_GENERATION,"{""title"": ""Graphic Technology - Management of Security Printing Processes (First Revision)""}","{""standard_id"": ""MSV1-79DEF9A53DDEC656""}",SYNTHETIC
TRACE-46E8E5157BAF7EAB,SYN-REQ-02194,SYNTHETIC_DATA_GENERATION,"{""title"": ""Safety Guidelines and General Precautions for Abandonment of Tube Wells and Bore Wells""}","{""standard_id"": ""MSV1-7369FEB0106D28B4""}",SYNTHETIC
TRACE-6BC2BCC5BCC68917,SYN-REQ-02195,SYNTHETIC_DATA_GENERATION,"{""title"": ""Animal feeding stuffs - Determination of starch content - Polarimetric method""}","{""standard_id"": ""MSV1-18EB812C3BAFDB34""}",SYNTHETIC
TRACE-F738D5E4F041300C,SYN-REQ-02196,SYNTHETIC_DATA_GENERATION,"{""title"": ""Cardiovascular Implants and Artificial Organs - Cannulae for Extracorporeal Circulation (ISO 18193 : 2021, MOD)""}","{""standard_id"": ""MSV1-F3BD8861FC6A789C""}",SYNTHETIC
TRACE-95A4009DEAF45402,SYN-REQ-02197,SYNTHETIC_DATA_GENERATION,"{""title"": ""TYRE YARNS CORDS AND TYRE CORD FABRICS MADE FROM MAN-MADE FIBRES METHODS OF TEST PART 12 SAMPLING FOR TYRE YARNS CORDS AND TYRE CORD FABRICS MADE FROM POLYAMIDE""}","{""standard_id"": ""MSV1-29AB6D88AA9E548B""}",SYNTHETIC
TRACE-74F56F64A3129AAE,SYN-REQ-02198,SYNTHETIC_DATA_GENERATION,"{""title"": ""Information technology Artificial intelligence AI AI system impact assessment""}","{""standard_id"": ""MSV1-C4E11E6A1280639A""}",SYNTHETIC
TRACE-A2D320A07804A405,SYN-REQ-02199,SYNTHETIC_DATA_GENERATION,"{""title"": ""Information technology Office equipment Copying machines and multi-function devices Information to be included in specification sheets and related test methods""}","{""standard_id"": ""MSV1-1103F5A569091501""}",SYNTHETIC
TRACE-CA7873E2C30EF673,SYN-REQ-02200,SYNTHETIC_DATA_GENERATION,"{""title"": ""Food safety management systems - Requirements for any organization in the food chain (First Revision)""}","{""standard_id"": ""MSV1-55D6EB3B338F6C0F""}",SYNTHETIC
TRACE-295DD65C1FC3E3DA,SYN-REQ-02201,SYNTHETIC_DATA_GENERATION,"{""title"": ""Plastics - Methods of testing: Part 11 special properties section 7 determination of matter extractable by organic solvents (Conventional Method) (First Revision)""}","{""standard_id"": ""MSV1-7CFB96B2C4A642C7""}",SYNTHETIC
TRACE-F1C7C2BA6F0B9841,SYN-REQ-02202,SYNTHETIC_DATA_GENERATION,"{""title"": ""Containers and Accessories for Pharmaceutical Preparations Part 7 Screw-Neck Vials Made of Glass Tubing for Liquid Dosage Forms""}","{""standard_id"": ""MSV1-2FA3558DE5B9FA05""}",SYNTHETIC
TRACE-8A852C51DD95A094,SYN-REQ-02203,SYNTHETIC_DATA_GENERATION,"{""title"": ""Requirememts of Temporary Cabin for Drive-Away-Chasis ConfigurationVehicles""}","{""standard_id"": ""MSV1-D447078461EE5E9A""}",SYNTHETIC
TRACE-8E1ECBE0877A2414,SYN-REQ-02204,SYNTHETIC_DATA_GENERATION,"{""title"": ""Dimensions for copper commutator bars (First Revision)""}","{""standard_id"": ""MSV1-FA26E8932A414198""}",SYNTHETIC
TRACE-AC18D33201F9C761,SYN-REQ-02205,SYNTHETIC_DATA_GENERATION,"{""title"": ""Specification for glass electrodes for direct reading pH meter""}","{""standard_id"": ""MSV1-9CA68396864250DD""}",SYNTHETIC
TRACE-70E36B6C6EC6DE16,SYN-REQ-02206,SYNTHETIC_DATA_GENERATION,"{""title"": ""Code for hygienic conditions for production, transport, storage and distribution of 5 milk products: Part 2 dahi""}","{""standard_id"": ""MSV1-F738A9EC252985D6""}",SYNTHETIC
TRACE-45A94E2BFA7274D3,SYN-REQ-02207,SYNTHETIC_DATA_GENERATION,"{""title"": ""Geometrical product specifications (GPS) - Surface texture: profile method measurement standards: Part 1 material measures""}","{""standard_id"": ""MSV1-AF66D5701DABD6A9""}",SYNTHETIC
TRACE-97E3725D42DCA072,SYN-REQ-02208,SYNTHETIC_DATA_GENERATION,"{""title"": ""Tractors for Agriculture and Forestry - Roll-Over Protective Structures on Narrow Tractors Part 1 Front-Mounted ROPS ( First Revision )""}","{""standard_id"": ""MSV1-247F95D5439114F6""}",SYNTHETIC
TRACE-3D1A8EEC2F66A9F3,SYN-REQ-02209,SYNTHETIC_DATA_GENERATION,"{""title"": ""Surge arresters: Part 8 metal oxide surge arresters with external series gap EGLA for overhead transmission and distribution lines of ac systems above 1 kv""}","{""standard_id"": ""MSV1-62425D830DE67442""}",SYNTHETIC
TRACE-6C7DCD991FD00EED,SYN-REQ-02210,SYNTHETIC_DATA_GENERATION,"{""title"": ""Identification cards - Integrated circuit cards: Part 2 cards with contacts - Dimensions and location of the contacts (Second Revision)""}","{""standard_id"": ""MSV1-C4D672F50ACC7ED4""}",SYNTHETIC
TRACE-F11467859959A489,SYN-REQ-02211,SYNTHETIC_DATA_GENERATION,"{""title"": ""Methods of test for oilseeds""}","{""standard_id"": ""MSV1-AE22766355E5ACA5""}",SYNTHETIC
TRACE-41F9835901C3AA72,SYN-REQ-02212,SYNTHETIC_DATA_GENERATION,"{""title"": ""Wire Ropes Used in Oil Wells and Oil Well Drilling and Other Applications of Petroleum and Natural Gas Industries - Specification (Third Revision)""}","{""standard_id"": ""MSV1-4BA2A93E5A8379C6""}",SYNTHETIC
TRACE-1E0CF16DFE408C91,SYN-REQ-02213,SYNTHETIC_DATA_GENERATION,"{""title"": ""Polyethylene glycol 200 - Specification""}","{""standard_id"": ""MSV1-4C82E9CB4ACED0D4""}",SYNTHETIC
TRACE-0BE05518848D846F,SYN-REQ-02214,SYNTHETIC_DATA_GENERATION,"{""title"": ""Headlight Switch for Automobiles \u2014 Specification (First Revision)""}","{""standard_id"": ""MSV1-6F0EB1F02F5F7EC6""}",SYNTHETIC
TRACE-613221FEBC27FF04,SYN-REQ-02215,SYNTHETIC_DATA_GENERATION,"{""title"": ""TEXTILES SPINDLES WITH BOLSTERS FOR CHARKHAS SPECIFICATION First Revision of IS 14677""}","{""standard_id"": ""MSV1-BAF4A2378EB71B67""}",SYNTHETIC
TRACE-AD9209B5702E1610,SYN-REQ-02216,SYNTHETIC_DATA_GENERATION,"{""title"": ""Combine Harvester \u2014 Part 2 Test Code (Second Revision)""}","{""standard_id"": ""MSV1-4E3774B3A1934884""}",SYNTHETIC
TRACE-924A6951A16118D6,SYN-REQ-02217,SYNTHETIC_DATA_GENERATION,"{""title"": ""Shunt power capacitors of the non - Self - Healing type for a.c. systems having a rated voltage up to and including 1 000 V: Part 3 internal fuses""}","{""standard_id"": ""MSV1-7622C6E12FA38302""}",SYNTHETIC
TRACE-534A728C67EE8B05,SYN-REQ-02218,SYNTHETIC_DATA_GENERATION,"{""title"": ""Petroleum products - Fuels (Class F) classification: Part 1 categories of marine fuels""}","{""standard_id"": ""MSV1-56A975E84D0C08F6""}",SYNTHETIC
TRACE-3D5EE77759896B5B,SYN-REQ-02219,SYNTHETIC_DATA_GENERATION,"{""title"": ""Specification for triethanolamine, technical""}","{""standard_id"": ""MSV1-DEF1C224568E1415""}",SYNTHETIC
TRACE-85A25D0A6C31BEFB,SYN-REQ-02220,SYNTHETIC_DATA_GENERATION,"{""title"": ""Gypsum Plaster, Concrete and Products - Method of Test Part 1 Plaster and Concrete Section 8 Determination of Mass of Coarse Particles ( Second Revision )""}","{""standard_id"": ""MSV1-623E135B9C130895""}",SYNTHETIC
TRACE-DF4182F239372101,SYN-REQ-02221,SYNTHETIC_DATA_GENERATION,"{""title"": ""ORTHO-CHLORO PARA-NITRO ANILINE SPECIFICATION""}","{""standard_id"": ""MSV1-E4BBCD74DC67D2A3""}",SYNTHETIC
TRACE-718BF6459E4F0AE4,SYN-REQ-02222,SYNTHETIC_DATA_GENERATION,"{""title"": ""Code of practice for fire safety of industrial buildings: cotton ginning and pressing (Including Cotton Seed Delintering) fagtories (First Revision)""}","{""standard_id"": ""MSV1-8083CAEE345A930E""}",SYNTHETIC
TRACE-15480F7F4F7D63CE,SYN-REQ-02223,SYNTHETIC_DATA_GENERATION,"{""title"": ""Glossary of Terms Relating to Pozzolana""}","{""standard_id"": ""MSV1-34B3EA42302C53F1""}",SYNTHETIC
TRACE-18A0C97231203AD8,SYN-REQ-02224,SYNTHETIC_DATA_GENERATION,"{""title"": ""PLASTICS CARBON AND ENVIRONMENTAL FOOTPRINT OF BIOBASED PLASTICS : PART 1 GENERAL PRINCIPLES""}","{""standard_id"": ""MSV1-4DEA3E82253C0FC3""}",SYNTHETIC
TRACE-3DC1509BACB26AA8,SYN-REQ-02225,SYNTHETIC_DATA_GENERATION,"{""title"": ""Calcined Alumina - Specification""}","{""standard_id"": ""MSV1-2ECDD2F9E30B0419""}",SYNTHETIC
TRACE-7B71C3058FC02B94,SYN-REQ-02226,SYNTHETIC_DATA_GENERATION,"{""title"": ""Health informatics - Business Requirements for a Syntax to Exchange Structured Dose Information for Medicinal Products (First Revision)""}","{""standard_id"": ""MSV1-E34B2A559A486BE4""}",SYNTHETIC
TRACE-68E3179C1DEB928E,SYN-REQ-02227,SYNTHETIC_DATA_GENERATION,"{""title"": ""Seismic evaluation and strengthening of existing reinforced concrete buildings - Guidelines""}","{""standard_id"": ""MSV1-D67B5A349FB6D261""}",SYNTHETIC
TRACE-688840CA4CF7774D,SYN-REQ-02228,SYNTHETIC_DATA_GENERATION,"{""title"": ""Microscopes - General purposes - Dimensions and marking (First Revision)""}","{""standard_id"": ""MSV1-9ECC59944B8E43A7""}",SYNTHETIC
TRACE-ADD1839840FCE788,SYN-REQ-02229,SYNTHETIC_DATA_GENERATION,"{""title"": ""MINERAL GYPSUM SPECIFICATION""}","{""standard_id"": ""MSV1-9D0649980E510AF3""}",SYNTHETIC
TRACE-05615D3F65C6EFF0,SYN-REQ-02230,SYNTHETIC_DATA_GENERATION,"{""title"": ""Procedure for Splash Proof Testing of Automotive Vehicles (First Revision)""}","{""standard_id"": ""MSV1-5AED7B5F9D0BD170""}",SYNTHETIC
TRACE-7F6BBF11620B8F44,SYN-REQ-02231,SYNTHETIC_DATA_GENERATION,"{""title"": ""Methods of testing plastics: Part 13 tests for specific products section 1 buttons (Thermosetting)""}","{""standard_id"": ""MSV1-DB8E10D506051003""}",SYNTHETIC
TRACE-74ED9F99E891D460,SYN-REQ-02232,SYNTHETIC_DATA_GENERATION,"{""title"": ""High Fidelity Audio Equipment and Systems: Minimum Performance Requirements - Specificaiton Part 1: General (First Revision)""}","{""standard_id"": ""MSV1-E765B40601DC3656""}",SYNTHETIC
TRACE-27D432CC5F26E76D,SYN-REQ-02233,SYNTHETIC_DATA_GENERATION,"{""title"": ""Leather \u2014 Chemical Tests \u2014 Determination of Tetrachlorophenol-, Trichlorophenol-, Dichlorophenol-, Monochlorophenol- Isomers and Pentachlorophenol Content (First Revision)""}","{""standard_id"": ""MSV1-B0B00F0C73AF25A9""}",SYNTHETIC
TRACE-A8B45D16453768A5,SYN-REQ-02234,SYNTHETIC_DATA_GENERATION,"{""title"": ""Plastics Methods of Exposure to Laboratory Light Sources: Part 3 Fluorescent UV Lamps""}","{""standard_id"": ""MSV1-D38A3DDE473B5A72""}",SYNTHETIC
TRACE-C5DCB2BE590DBDD3,SYN-REQ-02235,SYNTHETIC_DATA_GENERATION,"{""title"": ""Live Working Guidelines For The Installation of Transmission And Distribution Line Conductors And Earth Wires Stringing Equipment And Accessory Items (First Revision)""}","{""standard_id"": ""MSV1-79E9D2E026DE20AF""}",SYNTHETIC
TRACE-7580121AB7417FA3,SYN-REQ-02236,SYNTHETIC_DATA_GENERATION,"{""title"": ""Cranes - Inspections: Part 1 general""}","{""standard_id"": ""MSV1-EBD814C22A1AB4F9""}",SYNTHETIC
TRACE-562B4EDE0968F2C6,SYN-REQ-02237,SYNTHETIC_DATA_GENERATION,"{""title"": ""Tobacco and Tobacco Products \u2014 Determination of Alkaloid Content \u2014 Spectrometric Method""}","{""standard_id"": ""MSV1-7CEBEC8C3BCADCB4""}",SYNTHETIC
TRACE-B68A6BE7B117A697,SYN-REQ-02238,SYNTHETIC_DATA_GENERATION,"{""title"": ""Farm Transport Equipment Conventional Animal Drawn Vehicle - Specification : Part 1 Cattle, Donkey And Mule""}","{""standard_id"": ""MSV1-FC6C92BDA578B85A""}",SYNTHETIC
TRACE-224A190FB450B603,SYN-REQ-02239,SYNTHETIC_DATA_GENERATION,"{""title"": ""Glossary of terms relating to river valley projects: Part 11 hydrology: Sec 5 floods""}","{""standard_id"": ""MSV1-F47728BABE7FAD39""}",SYNTHETIC
TRACE-6D458C592CE6CC66,SYN-REQ-02240,SYNTHETIC_DATA_GENERATION,"{""title"": ""Safety of household and similar electrical appliances: Part 2 particular requirements: Sec 30 room heaters (First Revision)""}","{""standard_id"": ""MSV1-9D8E46D266CD52CE""}",SYNTHETIC
TRACE-6C4CB2BA66B77C85,SYN-REQ-02241,SYNTHETIC_DATA_GENERATION,"{""title"": ""Unified Digital Infrastructure - ICT Reference Architecture ( UDI-ICTRA )""}","{""standard_id"": ""MSV1-E1A3C28B0970F89D""}",SYNTHETIC
TRACE-161065C74C3B1364,SYN-REQ-02242,SYNTHETIC_DATA_GENERATION,"{""title"": ""Anjir Dashti (Ficus hispida L.f.) Dried Fruit for Use in Traditional Medicine -Specification""}","{""standard_id"": ""MSV1-A1C765CFD33E369A""}",SYNTHETIC
TRACE-3A10C0E1DD9E1729,SYN-REQ-02243,SYNTHETIC_DATA_GENERATION,"{""title"": ""Furfural, technical - Specification""}","{""standard_id"": ""MSV1-4CE24B2FD4CE2ECA""}",SYNTHETIC
TRACE-F72CBC62458A11BB,SYN-REQ-02244,SYNTHETIC_DATA_GENERATION,"{""title"": ""HYDROGEN FUEL QUALITY PRODUCT SPECIFICATION Second Revision of IS 16061""}","{""standard_id"": ""MSV1-EFFF058DE0CAD3B3""}",SYNTHETIC
TRACE-A60074CE87773AC4,SYN-REQ-02245,SYNTHETIC_DATA_GENERATION,"{""title"": ""Pretanning syntans - Specification (First Revision)""}","{""standard_id"": ""MSV1-8E4AE20533626B8A""}",SYNTHETIC
TRACE-E599A6154D584626,SYN-REQ-02246,SYNTHETIC_DATA_GENERATION,"{""title"": ""Plastic equilibrium float valves for cold water services - Specification (first revision)""}","{""standard_id"": ""MSV1-CEF1501620FAB36F""}",SYNTHETIC
TRACE-13099436D847C03E,SYN-REQ-02247,SYNTHETIC_DATA_GENERATION,"{""title"": ""Guidelines for Management Consultancy Services""}","{""standard_id"": ""MSV1-3DB3726C759007B3""}",SYNTHETIC
TRACE-F26BF106D2E0D12B,SYN-REQ-02248,SYNTHETIC_DATA_GENERATION,"{""title"": ""WHITING FOR RUBBER INDUSTRY SPECIFICATION( Second Revision )""}","{""standard_id"": ""MSV1-7875FED3A17127B4""}",SYNTHETIC
TRACE-101F46751E34A480,SYN-REQ-02249,SYNTHETIC_DATA_GENERATION,"{""title"": ""NEEM cake for manuring - Specification (first revision)""}","{""standard_id"": ""MSV1-0C8181A717402AF4""}",SYNTHETIC
TRACE-08510B89083597B9,SYN-REQ-02250,SYNTHETIC_DATA_GENERATION,"{""title"": ""Pesticide - Carbendazim (MBC) WP - Specification (First Revision)""}","{""standard_id"": ""MSV1-A13ED8A35785AE2F""}",SYNTHETIC
TRACE-DDB6668735E6C233,SYN-REQ-02251,SYNTHETIC_DATA_GENERATION,"{""title"": ""Method for sensory evaluation of sweetened condensed milk""}","{""standard_id"": ""MSV1-9C5EF60C6C622D66""}",SYNTHETIC
TRACE-2F3BD48DCF1ABFD7,SYN-REQ-02252,SYNTHETIC_DATA_GENERATION,"{""title"": ""Specification for galvanized steel wire strand for signaling purposes (First Revision)""}","{""standard_id"": ""MSV1-75088FC4E69D29EC""}",SYNTHETIC
TRACE-B291C9A3A626CE81,SYN-REQ-02253,SYNTHETIC_DATA_GENERATION,"{""title"": ""Potassium Perchlorate for Explosives and Pyrotechnic Compositions specification""}","{""standard_id"": ""MSV1-BFF575262D5A1D84""}",SYNTHETIC
TRACE-F21C2D9744F05860,SYN-REQ-02254,SYNTHETIC_DATA_GENERATION,"{""title"": ""Information Technology Data Centre Facilities and Infrastructures Part 3: Power Distribution""}","{""standard_id"": ""MSV1-58464C62224A0B01""}",SYNTHETIC
TRACE-6E67743244EFBEDD,SYN-REQ-02255,SYNTHETIC_DATA_GENERATION,"{""title"": ""Implants for surgery Ceramic materials Part 2: Composite materials based on a high-purity alumina matrix with zirconia reinforcement (First Revision)""}","{""standard_id"": ""MSV1-FCA2C3FCEBB480EF""}",SYNTHETIC
TRACE-9FAEE5C2E056A9DD,SYN-REQ-02256,SYNTHETIC_DATA_GENERATION,"{""title"": ""Specification for forceps, midwifery, short""}","{""standard_id"": ""MSV1-BEDDE1FD1C19A2F4""}",SYNTHETIC
TRACE-17827210F06E75D9,SYN-REQ-02257,SYNTHETIC_DATA_GENERATION,"{""title"": ""SPECIFICATION FOR DROP FORGED SOCKETS FOR WIRE ROPES FOR GENERAL ENGINEERING PURPOSES Second Revision""}","{""standard_id"": ""MSV1-02CEE529AF3A633E""}",SYNTHETIC
TRACE-3E0EC241AF8C6A2E,SYN-REQ-02258,SYNTHETIC_DATA_GENERATION,"{""title"": ""Design loads (Other Than Earthquake) for buildings and structures - Cod of practice for : Part 5 special loads and load combinations (Second Revision)""}","{""standard_id"": ""MSV1-46073E7ADAD63C6F""}",SYNTHETIC
TRACE-04523153F76D2811,SYN-REQ-02259,SYNTHETIC_DATA_GENERATION,"{""title"": ""Textiles \u2013 Cloth barathea \u2013 Specification (third revision)""}","{""standard_id"": ""MSV1-6EDE045D3BD27CC9""}",SYNTHETIC
TRACE-A52213D577C27AD1,SYN-REQ-02260,SYNTHETIC_DATA_GENERATION,"{""title"": ""Guards For Harvesting Machines - Specification (Second Revision)""}","{""standard_id"": ""MSV1-B0F27A900181B532""}",SYNTHETIC
TRACE-065A156D6F19BCF3,SYN-REQ-02261,SYNTHETIC_DATA_GENERATION,"{""title"": ""Specification for tin bronze ingots and castings (Third Revision)""}","{""standard_id"": ""MSV1-06EE1D8592A919BF""}",SYNTHETIC
TRACE-E37B99EDD06EB822,SYN-REQ-02262,SYNTHETIC_DATA_GENERATION,"{""title"": ""Information Technology Part 3: Home Electronic Systems (HES) Architecture Section 1: Communication layers Application Layer for Network Based Control of HES Class 1""}","{""standard_id"": ""MSV1-354CC1273F43C5FC""}",SYNTHETIC
TRACE-5D6953A3D0DD59FB,SYN-REQ-02263,SYNTHETIC_DATA_GENERATION,"{""title"": ""Female condoms - Requirements and test methods (First Revision)""}","{""standard_id"": ""MSV1-E55F55D942A1C822""}",SYNTHETIC
TRACE-8812C77243086992,SYN-REQ-02264,SYNTHETIC_DATA_GENERATION,"{""title"": ""Power systems management and associated information exchange - Data and communications security - Part 3: Communication network and system security - Profiles including TCPIP (Third Revision)""}","{""standard_id"": ""MSV1-58DDAFA76A327814""}",SYNTHETIC
TRACE-B93D2BB3AD5FF19F,SYN-REQ-02265,SYNTHETIC_DATA_GENERATION,"{""title"": ""Plastics - Methods of testing: Part 5 mechanical properties section 24 determination of impact resistance by the free - Failing dart method - Instrumented punctureTest""}","{""standard_id"": ""MSV1-6DEB33CA34FDAA1A""}",SYNTHETIC
TRACE-140649BFC0DB80B8,SYN-REQ-02266,SYNTHETIC_DATA_GENERATION,"{""title"": ""Brown Coal and Lignite - Methods of Test Part 4 Determination of Yield of Benzene-Soluble Extract - Semi- Automatic Method (Third Revision)""}","{""standard_id"": ""MSV1-F67B2DCE0971252B""}",SYNTHETIC
TRACE-73D09D0703C39288,SYN-REQ-02267,SYNTHETIC_DATA_GENERATION,"{""title"": ""COMMON SALT FOR CHEMICAL INDUSTRIES SPECIFICATION""}","{""standard_id"": ""MSV1-F9C649308D36C348""}",SYNTHETIC
TRACE-98DD1E7252904C62,SYN-REQ-02268,SYNTHETIC_DATA_GENERATION,"{""title"": ""Implants for surgery - Components for partial and total knee joint prostheses Part 1 classification, definitions and designation of dimensions (Second Revision)""}","{""standard_id"": ""MSV1-11DBC08BD46EA4F7""}",SYNTHETIC
TRACE-AF0CC7D03194EDF9,SYN-REQ-02269,SYNTHETIC_DATA_GENERATION,"{""title"": ""Packaging - Complete, filled transport packages - Stability testing of unit loads""}","{""standard_id"": ""MSV1-96ECDEC8B81D3042""}",SYNTHETIC
TRACE-3B621F219C739064,SYN-REQ-02270,SYNTHETIC_DATA_GENERATION,"{""title"": ""Textiles \u2013 Preparation marking and measuring of fabric specimens and garments in tests for determination of dimensional change (first revision)""}","{""standard_id"": ""MSV1-331B015AF6A944F6""}",SYNTHETIC
TRACE-D590ECD8A949EB2F,SYN-REQ-02271,SYNTHETIC_DATA_GENERATION,"{""title"": ""Eco criteria for finished leather - Specification""}","{""standard_id"": ""MSV1-557C96782A71222A""}",SYNTHETIC
TRACE-A7D94BC54C604B09,SYN-REQ-02272,SYNTHETIC_DATA_GENERATION,"{""title"": ""Low - Voltage switchgear and controlgear assemblies: Part 3 distribution boards intended to be operated by ordinary persons (Dbo)""}","{""standard_id"": ""MSV1-E66ABF9191A1E0BA""}",SYNTHETIC
TRACE-8C6B5EB15E3FC747,SYN-REQ-02273,SYNTHETIC_DATA_GENERATION,"{""title"": ""Photography - Front Lens Barrels Up To 127 Mm Dimensions Important To The Connection Of Auxiliaries""}","{""standard_id"": ""MSV1-0CA3902B1B80218A""}",SYNTHETIC
TRACE-9BDD1877566AF00C,SYN-REQ-02274,SYNTHETIC_DATA_GENERATION,"{""title"": ""Coaxial Communication Cables Part 6 CATV Drop Cables Section 4 Detail specification for 75-7 type cables""}","{""standard_id"": ""MSV1-7D7BF9E08C2FC689""}",SYNTHETIC
TRACE-E55D3C4851AD354B,SYN-REQ-02275,SYNTHETIC_DATA_GENERATION,"{""title"": ""Chemical Analysis of Limestone Dolomite and Allied Materials Part 4 Determination of Carbon Dioxide (Second Revision)""}","{""standard_id"": ""MSV1-0EDD42C2FA32BD80""}",SYNTHETIC
TRACE-CA8CB1356A6BB222,SYN-REQ-02276,SYNTHETIC_DATA_GENERATION,"{""title"": ""Chromite sand for foundries - methods of chemical analysis: Part 1 determination of silica""}","{""standard_id"": ""MSV1-2D0460792D8F4025""}",SYNTHETIC
TRACE-A0BA9564506E3954,SYN-REQ-02277,SYNTHETIC_DATA_GENERATION,"{""title"": ""Temephos, technical - Specification (Second Revision)""}","{""standard_id"": ""MSV1-C084B247B79C414D""}",SYNTHETIC
TRACE-383419FED48A4DE2,SYN-REQ-02278,SYNTHETIC_DATA_GENERATION,"{""title"": ""Conduit fittings for electrical installations - Specification: Part 2 metal conduit fittings""}","{""standard_id"": ""MSV1-EDBA91B50FAC46EC""}",SYNTHETIC
TRACE-1CF16963824AF0B9,SYN-REQ-02279,SYNTHETIC_DATA_GENERATION,"{""title"": ""Clean Cookstoves and Clean Cooking Solutions \u2014 Test Protocols for Institutional Cookstoves""}","{""standard_id"": ""MSV1-D98D0299B59AB748""}",SYNTHETIC
TRACE-31D9D036A1A1E24E,SYN-REQ-02280,SYNTHETIC_DATA_GENERATION,"{""title"": ""RING USED IN GYMNASTICS \u2014 SPECIFICATION""}","{""standard_id"": ""MSV1-DA181F0F5C81D180""}",SYNTHETIC
TRACE-6799B0FB70775041,SYN-REQ-02281,SYNTHETIC_DATA_GENERATION,"{""title"": ""Method for determination of water-soluble matter of textile materials first revision of IS 3456""}","{""standard_id"": ""MSV1-A816DC8FBCFE88B6""}",SYNTHETIC
TRACE-066C84BFE59E0F67,SYN-REQ-02282,SYNTHETIC_DATA_GENERATION,"{""title"": ""Plastics - Methods of testing: Part 5 mechanical properties section 8 determination of compressive properties (First Revision)""}","{""standard_id"": ""MSV1-74D401B37AC327B4""}",SYNTHETIC
TRACE-6D27600A8C69E520,SYN-REQ-02283,SYNTHETIC_DATA_GENERATION,"{""title"": ""Nuclear power plants - Maintainability - Terminology""}","{""standard_id"": ""MSV1-4677019B0496CE55""}",SYNTHETIC
TRACE-649A93A13A3A94AE,SYN-REQ-02284,SYNTHETIC_DATA_GENERATION,"{""title"": ""TRANSFORMERS PART 57 POWER TRANSFORMERS SECTION 1202 LIQUID IMMERSED PHASE SHIFTING TRANSFORMERS (IEC/IEEE 60076-57-1202 : 2017, MOD)""}","{""standard_id"": ""MSV1-6140B1F2BF64ACAC""}",SYNTHETIC
TRACE-9B2AC2AF716D5304,SYN-REQ-02285,SYNTHETIC_DATA_GENERATION,"{""title"": ""METHODS OF TEST FOR RUBBER AND PLASTICS TUBING HOSES AND HOSE ASSEMBLIES PART 11 RUBBER AND PLASTICS HOSES AND TUBING MEASUREMENT OF FLEXIBILITY AND STIFFNESS BENDING TESTS AT SUB-AMBIENT TEMPERATURES ISO 10619-2 : 2021 IDT""}","{""standard_id"": ""MSV1-986A04066C956113""}",SYNTHETIC
TRACE-8A0D89AED7F9CFD3,SYN-REQ-02286,SYNTHETIC_DATA_GENERATION,"{""title"": ""Health Informatics \u2014 Medical Waveform Format Part 5 Neurophysiological Signals""}","{""standard_id"": ""MSV1-219F63701F2A51B9""}",SYNTHETIC
