entity_id,requirement_id,entity_text,entity_type,normalized_value,source,validation_status
PE-7B71C3058FC02B94,SYN-REQ-02226,Health informatics - Business Requirements for a Syntax to Exchange Structured Dose Information for Medicinal Products (First Revision),PRODUCT_OR_SUBJECT,health informatics business requirements for a syntax to exchange structured dose information for medicinal products first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-68E3179C1DEB928E,SYN-REQ-02227,Seismic evaluation and strengthening of existing reinforced concrete buildings - Guidelines,PRODUCT_OR_SUBJECT,seismic evaluation and strengthening of existing reinforced concrete buildings guidelines,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-688840CA4CF7774D,SYN-REQ-02228,Microscopes - General purposes - Dimensions and marking (First Revision),PRODUCT_OR_SUBJECT,microscopes general purposes dimensions and marking first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-ADD1839840FCE788,SYN-REQ-02229,MINERAL GYPSUM SPECIFICATION,PRODUCT_OR_SUBJECT,mineral gypsum specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-05615D3F65C6EFF0,SYN-REQ-02230,Procedure for Splash Proof Testing of Automotive Vehicles (First Revision),PRODUCT_OR_SUBJECT,procedure for splash proof testing of automotive vehicles first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-7F6BBF11620B8F44,SYN-REQ-02231,Methods of testing plastics: Part 13 tests for specific products section 1 buttons (Thermosetting),PRODUCT_OR_SUBJECT,methods of testing plastics part 13 tests for specific products section 1 buttons thermosetting,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-74ED9F99E891D460,SYN-REQ-02232,High Fidelity Audio Equipment and Systems: Minimum Performance Requirements - Specificaiton Part 1: General (First Revision),PRODUCT_OR_SUBJECT,high fidelity audio equipment and systems minimum performance requirements specificaiton part 1 general first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-27D432CC5F26E76D,SYN-REQ-02233,"Leather — Chemical Tests — Determination of Tetrachlorophenol-, Trichlorophenol-, Dichlorophenol-, Monochlorophenol- Isomers and Pentachlorophenol Content (First Revision)",PRODUCT_OR_SUBJECT,leather chemical tests determination of tetrachlorophenol trichlorophenol dichlorophenol monochlorophenol isomers and pentachlorophenol content first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A8B45D16453768A5,SYN-REQ-02234,Plastics Methods of Exposure to Laboratory Light Sources: Part 3 Fluorescent UV Lamps,PRODUCT_OR_SUBJECT,plastics methods of exposure to laboratory light sources part 3 fluorescent uv lamps,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-C5DCB2BE590DBDD3,SYN-REQ-02235,Live Working Guidelines For The Installation of Transmission And Distribution Line Conductors And Earth Wires Stringing Equipment And Accessory Items (First Revision),PRODUCT_OR_SUBJECT,live working guidelines for the installation of transmission and distribution line conductors and earth wires stringing equipment and accessory items first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-7580121AB7417FA3,SYN-REQ-02236,Cranes - Inspections: Part 1 general,PRODUCT_OR_SUBJECT,cranes inspections part 1 general,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-562B4EDE0968F2C6,SYN-REQ-02237,Tobacco and Tobacco Products — Determination of Alkaloid Content — Spectrometric Method,PRODUCT_OR_SUBJECT,tobacco and tobacco products determination of alkaloid content spectrometric method,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-B68A6BE7B117A697,SYN-REQ-02238,"Farm Transport Equipment Conventional Animal Drawn Vehicle - Specification : Part 1 Cattle, Donkey And Mule",PRODUCT_OR_SUBJECT,farm transport equipment conventional animal drawn vehicle specification part 1 cattle donkey and mule,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-224A190FB450B603,SYN-REQ-02239,Glossary of terms relating to river valley projects: Part 11 hydrology: Sec 5 floods,PRODUCT_OR_SUBJECT,glossary of terms relating to river valley projects part 11 hydrology sec 5 floods,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-6D458C592CE6CC66,SYN-REQ-02240,Safety of household and similar electrical appliances: Part 2 particular requirements: Sec 30 room heaters (First Revision),PRODUCT_OR_SUBJECT,safety of household and similar electrical appliances part 2 particular requirements sec 30 room heaters first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-6C4CB2BA66B77C85,SYN-REQ-02241,Unified Digital Infrastructure - ICT Reference Architecture ( UDI-ICTRA ),PRODUCT_OR_SUBJECT,unified digital infrastructure ict reference architecture udi ictra,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-161065C74C3B1364,SYN-REQ-02242,Anjir Dashti (Ficus hispida L.f.) Dried Fruit for Use in Traditional Medicine -Specification,PRODUCT_OR_SUBJECT,anjir dashti ficus hispida l f dried fruit for use in traditional medicine specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-3A10C0E1DD9E1729,SYN-REQ-02243,"Furfural, technical - Specification",PRODUCT_OR_SUBJECT,furfural technical specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-F72CBC62458A11BB,SYN-REQ-02244,HYDROGEN FUEL QUALITY PRODUCT SPECIFICATION Second Revision of IS 16061,PRODUCT_OR_SUBJECT,hydrogen fuel quality product specification second revision of is 16061,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A60074CE87773AC4,SYN-REQ-02245,Pretanning syntans - Specification (First Revision),PRODUCT_OR_SUBJECT,pretanning syntans specification first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-E599A6154D584626,SYN-REQ-02246,Plastic equilibrium float valves for cold water services - Specification (first revision),PRODUCT_OR_SUBJECT,plastic equilibrium float valves for cold water services specification first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-13099436D847C03E,SYN-REQ-02247,Guidelines for Management Consultancy Services,PRODUCT_OR_SUBJECT,guidelines for management consultancy services,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-F26BF106D2E0D12B,SYN-REQ-02248,WHITING FOR RUBBER INDUSTRY SPECIFICATION( Second Revision ),PRODUCT_OR_SUBJECT,whiting for rubber industry specification second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-101F46751E34A480,SYN-REQ-02249,NEEM cake for manuring - Specification (first revision),PRODUCT_OR_SUBJECT,neem cake for manuring specification first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-08510B89083597B9,SYN-REQ-02250,Pesticide - Carbendazim (MBC) WP - Specification (First Revision),PRODUCT_OR_SUBJECT,pesticide carbendazim mbc wp specification first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-DDB6668735E6C233,SYN-REQ-02251,Method for sensory evaluation of sweetened condensed milk,PRODUCT_OR_SUBJECT,method for sensory evaluation of sweetened condensed milk,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-2F3BD48DCF1ABFD7,SYN-REQ-02252,Specification for galvanized steel wire strand for signaling purposes (First Revision),PRODUCT_OR_SUBJECT,specification for galvanized steel wire strand for signaling purposes first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-B291C9A3A626CE81,SYN-REQ-02253,Potassium Perchlorate for Explosives and Pyrotechnic Compositions specification,PRODUCT_OR_SUBJECT,potassium perchlorate for explosives and pyrotechnic compositions specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-F21C2D9744F05860,SYN-REQ-02254,Information Technology Data Centre Facilities and Infrastructures Part 3: Power Distribution,PRODUCT_OR_SUBJECT,information technology data centre facilities and infrastructures part 3 power distribution,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-6E67743244EFBEDD,SYN-REQ-02255,Implants for surgery Ceramic materials Part 2: Composite materials based on a high-purity alumina matrix with zirconia reinforcement (First Revision),PRODUCT_OR_SUBJECT,implants for surgery ceramic materials part 2 composite materials based on a high purity alumina matrix with zirconia reinforcement first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-9FAEE5C2E056A9DD,SYN-REQ-02256,"Specification for forceps, midwifery, short",PRODUCT_OR_SUBJECT,specification for forceps midwifery short,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-17827210F06E75D9,SYN-REQ-02257,SPECIFICATION FOR DROP FORGED SOCKETS FOR WIRE ROPES FOR GENERAL ENGINEERING PURPOSES Second Revision,PRODUCT_OR_SUBJECT,specification for drop forged sockets for wire ropes for general engineering purposes second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-3E0EC241AF8C6A2E,SYN-REQ-02258,Design loads (Other Than Earthquake) for buildings and structures - Cod of practice for : Part 5 special loads and load combinations (Second Revision),PRODUCT_OR_SUBJECT,design loads other than earthquake for buildings and structures cod of practice for part 5 special loads and load combinations second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-04523153F76D2811,SYN-REQ-02259,Textiles – Cloth barathea – Specification (third revision),PRODUCT_OR_SUBJECT,textiles cloth barathea specification third revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A52213D577C27AD1,SYN-REQ-02260,Guards For Harvesting Machines - Specification (Second Revision),PRODUCT_OR_SUBJECT,guards for harvesting machines specification second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-065A156D6F19BCF3,SYN-REQ-02261,Specification for tin bronze ingots and castings (Third Revision),PRODUCT_OR_SUBJECT,specification for tin bronze ingots and castings third revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-E37B99EDD06EB822,SYN-REQ-02262,Information Technology Part 3: Home Electronic Systems (HES) Architecture Section 1: Communication layers Application Layer for Network Based Control of HES Class 1,PRODUCT_OR_SUBJECT,information technology part 3 home electronic systems hes architecture section 1 communication layers application layer for network based control of hes class 1,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-5D6953A3D0DD59FB,SYN-REQ-02263,Female condoms - Requirements and test methods (First Revision),PRODUCT_OR_SUBJECT,female condoms requirements and test methods first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-8812C77243086992,SYN-REQ-02264,Power systems management and associated information exchange - Data and communications security - Part 3: Communication network and system security - Profiles including TCPIP (Third Revision),PRODUCT_OR_SUBJECT,power systems management and associated information exchange data and communications security part 3 communication network and system security profiles including tcpip third revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-B93D2BB3AD5FF19F,SYN-REQ-02265,Plastics - Methods of testing: Part 5 mechanical properties section 24 determination of impact resistance by the free - Failing dart method - Instrumented punctureTest,PRODUCT_OR_SUBJECT,plastics methods of testing part 5 mechanical properties section 24 determination of impact resistance by the free failing dart method instrumented puncturetest,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-140649BFC0DB80B8,SYN-REQ-02266,Brown Coal and Lignite - Methods of Test Part 4 Determination of Yield of Benzene-Soluble Extract - Semi- Automatic Method (Third Revision),PRODUCT_OR_SUBJECT,brown coal and lignite methods of test part 4 determination of yield of benzene soluble extract semi automatic method third revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-73D09D0703C39288,SYN-REQ-02267,COMMON SALT FOR CHEMICAL INDUSTRIES SPECIFICATION,PRODUCT_OR_SUBJECT,common salt for chemical industries specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-98DD1E7252904C62,SYN-REQ-02268,"Implants for surgery - Components for partial and total knee joint prostheses Part 1 classification, definitions and designation of dimensions (Second Revision)",PRODUCT_OR_SUBJECT,implants for surgery components for partial and total knee joint prostheses part 1 classification definitions and designation of dimensions second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-AF0CC7D03194EDF9,SYN-REQ-02269,"Packaging - Complete, filled transport packages - Stability testing of unit loads",PRODUCT_OR_SUBJECT,packaging complete filled transport packages stability testing of unit loads,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-3B621F219C739064,SYN-REQ-02270,Textiles – Preparation marking and measuring of fabric specimens and garments in tests for determination of dimensional change (first revision),PRODUCT_OR_SUBJECT,textiles preparation marking and measuring of fabric specimens and garments in tests for determination of dimensional change first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-D590ECD8A949EB2F,SYN-REQ-02271,Eco criteria for finished leather - Specification,PRODUCT_OR_SUBJECT,eco criteria for finished leather specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A7D94BC54C604B09,SYN-REQ-02272,Low - Voltage switchgear and controlgear assemblies: Part 3 distribution boards intended to be operated by ordinary persons (Dbo),PRODUCT_OR_SUBJECT,low voltage switchgear and controlgear assemblies part 3 distribution boards intended to be operated by ordinary persons dbo,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-8C6B5EB15E3FC747,SYN-REQ-02273,Photography - Front Lens Barrels Up To 127 Mm Dimensions Important To The Connection Of Auxiliaries,PRODUCT_OR_SUBJECT,photography front lens barrels up to 127 mm dimensions important to the connection of auxiliaries,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-9BDD1877566AF00C,SYN-REQ-02274,Coaxial Communication Cables Part 6 CATV Drop Cables Section 4 Detail specification for 75-7 type cables,PRODUCT_OR_SUBJECT,coaxial communication cables part 6 catv drop cables section 4 detail specification for 75 7 type cables,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-E55D3C4851AD354B,SYN-REQ-02275,Chemical Analysis of Limestone Dolomite and Allied Materials Part 4 Determination of Carbon Dioxide (Second Revision),PRODUCT_OR_SUBJECT,chemical analysis of limestone dolomite and allied materials part 4 determination of carbon dioxide second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-CA8CB1356A6BB222,SYN-REQ-02276,Chromite sand for foundries - methods of chemical analysis: Part 1 determination of silica,PRODUCT_OR_SUBJECT,chromite sand for foundries methods of chemical analysis part 1 determination of silica,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A0BA9564506E3954,SYN-REQ-02277,"Temephos, technical - Specification (Second Revision)",PRODUCT_OR_SUBJECT,temephos technical specification second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-383419FED48A4DE2,SYN-REQ-02278,Conduit fittings for electrical installations - Specification: Part 2 metal conduit fittings,PRODUCT_OR_SUBJECT,conduit fittings for electrical installations specification part 2 metal conduit fittings,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-1CF16963824AF0B9,SYN-REQ-02279,Clean Cookstoves and Clean Cooking Solutions — Test Protocols for Institutional Cookstoves,PRODUCT_OR_SUBJECT,clean cookstoves and clean cooking solutions test protocols for institutional cookstoves,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-31D9D036A1A1E24E,SYN-REQ-02280,RING USED IN GYMNASTICS — SPECIFICATION,PRODUCT_OR_SUBJECT,ring used in gymnastics specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-6799B0FB70775041,SYN-REQ-02281,Method for determination of water-soluble matter of textile materials first revision of IS 3456,PRODUCT_OR_SUBJECT,method for determination of water soluble matter of textile materials first revision of is 3456,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-066C84BFE59E0F67,SYN-REQ-02282,Plastics - Methods of testing: Part 5 mechanical properties section 8 determination of compressive properties (First Revision),PRODUCT_OR_SUBJECT,plastics methods of testing part 5 mechanical properties section 8 determination of compressive properties first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-6D27600A8C69E520,SYN-REQ-02283,Nuclear power plants - Maintainability - Terminology,PRODUCT_OR_SUBJECT,nuclear power plants maintainability terminology,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-649A93A13A3A94AE,SYN-REQ-02284,"TRANSFORMERS PART 57 POWER TRANSFORMERS SECTION 1202 LIQUID IMMERSED PHASE SHIFTING TRANSFORMERS (IEC/IEEE 60076-57-1202 : 2017, MOD)",PRODUCT_OR_SUBJECT,transformers part 57 power transformers section 1202 liquid immersed phase shifting transformers iec ieee 60076 57 1202 2017 mod,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-9B2AC2AF716D5304,SYN-REQ-02285,METHODS OF TEST FOR RUBBER AND PLASTICS TUBING HOSES AND HOSE ASSEMBLIES PART 11 RUBBER AND PLASTICS HOSES AND TUBING MEASUREMENT OF FLEXIBILITY AND STIFFNESS BENDING TESTS AT SUB-AMBIENT TEMPERATURES ISO 10619-2 : 2021 IDT,PRODUCT_OR_SUBJECT,methods of test for rubber and plastics tubing hoses and hose assemblies part 11 rubber and plastics hoses and tubing measurement of flexibility and stiffness bending tests at sub ambient temperatures iso 10619 2 2021 idt,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-8A0D89AED7F9CFD3,SYN-REQ-02286,Health Informatics — Medical Waveform Format Part 5 Neurophysiological Signals,PRODUCT_OR_SUBJECT,health informatics medical waveform format part 5 neurophysiological signals,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-F99D77D9EF043CDE,SYN-REQ-02287,Acceptance conditions of mechanical dividing heads for machine tools - Testing of accuracy (First Revision),PRODUCT_OR_SUBJECT,acceptance conditions of mechanical dividing heads for machine tools testing of accuracy first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-B747642B327E4B28,SYN-REQ-02288,Compressed air filters - Evaluation parameters,PRODUCT_OR_SUBJECT,compressed air filters evaluation parameters,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-E66996305D40CF26,SYN-REQ-02289,Welding and allied processes: Part 1 Symbolic representation on drawings — Welded joints (Third Revision),PRODUCT_OR_SUBJECT,welding and allied processes part 1 symbolic representation on drawings welded joints third revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-B1C3E8B462BF5FA2,SYN-REQ-02290,Textiles Knitted Combat T-shirt Specification,PRODUCT_OR_SUBJECT,textiles knitted combat t shirt specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-E944E89BF539F239,SYN-REQ-02291,Recommendations for basic requirements of general hospital buildings: Part 3 engineering services department buildings,PRODUCT_OR_SUBJECT,recommendations for basic requirements of general hospital buildings part 3 engineering services department buildings,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A1EB37EEF09CD5A7,SYN-REQ-02292,Determination of Apparent Density of Metallic Powders by Scott Volumeter - Method ( First Revision ),PRODUCT_OR_SUBJECT,determination of apparent density of metallic powders by scott volumeter method first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-283C4305D2DDA8DE,SYN-REQ-02293,Specification for conductors and earth wire accessories for overhead power lines: Part 2 mid - Spain joints and repair sleeves - For conductors (First Revision),PRODUCT_OR_SUBJECT,specification for conductors and earth wire accessories for overhead power lines part 2 mid spain joints and repair sleeves for conductors first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-4538B2014075DC11,SYN-REQ-02294,Fire Detection and Alarm Systems - Part 5 Point Type Heat Detectors second revision,PRODUCT_OR_SUBJECT,fire detection and alarm systems part 5 point type heat detectors second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-E4F6A996287ED9FD,SYN-REQ-02295,Ferromanganese — Specification (Sixth Revision ),PRODUCT_OR_SUBJECT,ferromanganese specification sixth revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-169A6B447F96A6A4,SYN-REQ-02296,Textiles – Nuclear Biological Chemical (NBC) permeable protective clothing Part 1 Qualitative method of determining breakthrough time on exposure to chemical warfare agent – Sulfur mustard (HD),PRODUCT_OR_SUBJECT,textiles nuclear biological chemical nbc permeable protective clothing part 1 qualitative method of determining breakthrough time on exposure to chemical warfare agent sulfur mustard hd,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-3877979006FD932D,SYN-REQ-02297,"Unani medicine — Glossary of Terms, Part 8/Sec 3 Standardized Terminology used for Diseases of Lower Gastro-intestinal Tract (Intestine, Mesentery and other parts)",PRODUCT_OR_SUBJECT,unani medicine glossary of terms part 8 sec 3 standardized terminology used for diseases of lower gastro intestinal tract intestine mesentery and other parts,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-43EA645DF9717735,SYN-REQ-02298,Data Quality Part 66: Data quality management: Assessment indicators for data processing in manufacturing operations,PRODUCT_OR_SUBJECT,data quality part 66 data quality management assessment indicators for data processing in manufacturing operations,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-7102D6EBD2012A74,SYN-REQ-02299,Steel tubular scaffolding - Code of practice: Part 2 safety provisions for scaffolding (First Revision),PRODUCT_OR_SUBJECT,steel tubular scaffolding code of practice part 2 safety provisions for scaffolding first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-91700FB60017FCE9,SYN-REQ-02300,Application guide for AC electricity meters (First Revision),PRODUCT_OR_SUBJECT,application guide for ac electricity meters first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-00A71C7DDEA59BC0,SYN-REQ-02301,Hardness Testing Of Bearing Metals — Plain Bearings Part 2 Solid Materials (Second Revision),PRODUCT_OR_SUBJECT,hardness testing of bearing metals plain bearings part 2 solid materials second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-52479FDC79267EEA,SYN-REQ-02302,Protective Barriers in and Around Buildings - Code of Safety,PRODUCT_OR_SUBJECT,protective barriers in and around buildings code of safety,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-5983B2E008344FC3,SYN-REQ-02303,MINIMIZING EVAPORATION LOSSES FROM RESERVOIRS - GUIDELINES,PRODUCT_OR_SUBJECT,minimizing evaporation losses from reservoirs guidelines,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-6C16C1685ADC6B64,SYN-REQ-02304,Metallic materials Rockwell hardness testPart 2: Verification and calibration of testing machines and indenters (Sixth Revision),PRODUCT_OR_SUBJECT,metallic materials rockwell hardness testpart 2 verification and calibration of testing machines and indenters sixth revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-EC14BD44C967F956,SYN-REQ-02305,Specification for grading of uncut Indian Bimli,PRODUCT_OR_SUBJECT,specification for grading of uncut indian bimli,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-7F569E2B3D871DFE,SYN-REQ-02306,Textile machinery and accessories – Heald frames – Part 1 Heald-carrying rod fixed to the frame stave by rod support – Coordinated dimensions,PRODUCT_OR_SUBJECT,textile machinery and accessories heald frames part 1 heald carrying rod fixed to the frame stave by rod support coordinated dimensions,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-AC966D7E94631F4D,SYN-REQ-02307,"Bulk Handling Equipment - Glossary of Terms Part 2 Stacking, Loading and Reclaiming Equipment ( First Revision )",PRODUCT_OR_SUBJECT,bulk handling equipment glossary of terms part 2 stacking loading and reclaiming equipment first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-12C301444B951CCC,SYN-REQ-02308,Specification for prosthetic hip joint (First Revision),PRODUCT_OR_SUBJECT,specification for prosthetic hip joint first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-E7252C4AAC1790BD,SYN-REQ-02309,Ergonomics - Accessible design - Tactile dots and bars on consumer products,PRODUCT_OR_SUBJECT,ergonomics accessible design tactile dots and bars on consumer products,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-36F9C253854B859C,SYN-REQ-02310,Electrical measuring instruments - X - Y recorders,PRODUCT_OR_SUBJECT,electrical measuring instruments x y recorders,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-B627C11A2AB056FA,SYN-REQ-02311,Self- Retaining Retractor For Laminectomy (first revision),PRODUCT_OR_SUBJECT,self retaining retractor for laminectomy first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-403B18F0DC7B9649,SYN-REQ-02312,Recommendation of dressing of natural building stones,PRODUCT_OR_SUBJECT,recommendation of dressing of natural building stones,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-CCCA007EA5B7011B,SYN-REQ-02313,Gas Testing Flame Safety Lamps — Specification ( Second Revision ),PRODUCT_OR_SUBJECT,gas testing flame safety lamps specification second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-9ECF13655F007451,SYN-REQ-02314,Methods of determination of mass of tin coating on tinplate (Third Revision),PRODUCT_OR_SUBJECT,methods of determination of mass of tin coating on tinplate third revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-B2668CD2EEA3092D,SYN-REQ-02315,Henna MEHENDI powder Specification,PRODUCT_OR_SUBJECT,henna mehendi powder specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-07248D3A59855F67,SYN-REQ-02316,Environmental management - Guidelines for establishing good practices for combatting land degradation and desertification Part 2 Regional case studies,PRODUCT_OR_SUBJECT,environmental management guidelines for establishing good practices for combatting land degradation and desertification part 2 regional case studies,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-5EA27A39E26DF79A,SYN-REQ-02317,Textile Dyestuffs - Method for Evaluation of Strength and Shade of Fast Bases by Dyeing Test (First Revision),PRODUCT_OR_SUBJECT,textile dyestuffs method for evaluation of strength and shade of fast bases by dyeing test first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-37CD3592EAD40A6C,SYN-REQ-02318,Specification for Plain Hard Drawn Steel Wire for Prestressed Concrete: Part 2 As-Drawn Wire (First Revision),PRODUCT_OR_SUBJECT,specification for plain hard drawn steel wire for prestressed concrete part 2 as drawn wire first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-87121620F06F5F07,SYN-REQ-02319,"Thinner, general purpose, for synthetic paints and varnishes - Specification",PRODUCT_OR_SUBJECT,thinner general purpose for synthetic paints and varnishes specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-3B1C5E5E6765CDCB,SYN-REQ-02320,Systems and software engineering — Systems and software quality requirements and evaluation (SQuaRE) — Quality requirements framework (First Revision),PRODUCT_OR_SUBJECT,systems and software engineering systems and software quality requirements and evaluation square quality requirements framework first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-08FE9AAB13D4BB0D,SYN-REQ-02321,"Warfarin-Sodium, technical - Specification First Revision",PRODUCT_OR_SUBJECT,warfarin sodium technical specification first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-03131442E1CF02F6,SYN-REQ-02322,Cuprous Oxide Dusting Powder (DP) - Specification (First Revision),PRODUCT_OR_SUBJECT,cuprous oxide dusting powder dp specification first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-B0977D2B4620430A,SYN-REQ-02323,Glass in building - Forced - Entry security glazing: Part 4 test and classification by pendulum impact under thermally and fire stressed conditions,PRODUCT_OR_SUBJECT,glass in building forced entry security glazing part 4 test and classification by pendulum impact under thermally and fire stressed conditions,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-252C36248F1734B8,SYN-REQ-02324,Drafting stools - Specification (Second Revision),PRODUCT_OR_SUBJECT,drafting stools specification second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
