query_id,query,target_standard_id,language,noise_type,record_type,synthetic_flag,validation_status
SYN-Q-02815,Need applicable Indian Standard for Programming languages C + + (Second Revision),MSV1-9CFA1FE8910113D0,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02816,Need applicable Indian Standard for Specification for materials for use in the manufacture of magnesium oxychloride flooring compositions (Second Revision),MSV1-A96AA3C3CC7B3F08,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02817,Need applicable Indian Standard for Recommendations For Control Of Emission Of Asbestos Dust In Premises Manufacturing Products Containing Asbestos: Part 3 Non-cement Asbestos Products Other Than Friction Materials,MSV1-90DCB76FDF24591A,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02818,Need applicable Indian Standard for Life Cycle Costing Part 1 Terminology,MSV1-7906664CCD7A4F2C,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02819,Need applicable Indian Standard for PETROLEUM AND ITS PRODUCT METHODS OF TEST PART 197 DETERMINATION OF HYDROCARBONS AND NON-HYDROCARBON GASES IN REFINERY GAS STREAMS BY GAS CHROMATOGRAPHY,MSV1-F0B26830323F9C6F,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02820,Need applicable Indian Standard for Hard coal - Sampling of slurries (First Revision),MSV1-B1628B3F8DDB6ED6,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02821,Need applicable Indian Standard for Aircraft - Self - Propelled potable - Water vehicle - Functional requirements,MSV1-4927477D30D43DA1,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02822,Need applicable Indian Standard for Baking Powder — Specification (Second Revision),MSV1-B8D3596A5D02B0E4,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02823,Need applicable Indian Standard for Code of practice for use of steel in gravity water tanks,MSV1-440ABF9EF7372DBD,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02824,Need applicable Indian Standard for Code of practice for construction of tunnels conveying water: Part 7 grouting,MSV1-3C033AF10236347C,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02825,"Need applicable Indian Standard for Electric Vehicle Conductive Charging System Part 2 Plugs, Socket - Outlets, Vehicle Connectors and Vehicle Inlets Section 3 Dimensional compatibility and interchangeability requirements for d.c. and a.c./d.c. pin and contact-tube vehicle couplers",MSV1-6E8A63A5BF7C1FD7,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02826,Need applicable Indian Standard for Textile dyestuffs - Rubia (Maddar) - Identification,MSV1-DF445AB0B4637157,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02827,Need applicable Indian Standard for Wheelchairs Part 11: Test dummies,MSV1-C214935F1AE37593,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02828,"Need applicable Indian Standard for Ethephon, technical - Specification",MSV1-52703A170442EB9F,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02829,Need applicable Indian Standard for Bakuchi [Cullen corylifolium (L.) Medik.] Fruit for use in Traditional Medicine - Specification,MSV1-BE1F8C934EE7429B,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02830,"Need applicable Indian Standard for Guidelines for co-ordination of dimensions in shipbuilding: Part 7 coordinating sizes for fixtures, fittings and equipment",MSV1-C64441053E8E39F6,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02831,Need applicable Indian Standard for Aluminium Caps and Aluminium/Plastic Caps for Infusion Bottles and Injection Vials — General Requirements and Test Methods,MSV1-228A026E660C7BE1,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02832,Need applicable Indian Standard for Information technology Biometric presentation attack detection Part 2: Data formats,MSV1-2E0665EE799CA242,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02833,"Need applicable Indian Standard for Methods of sampling and test for paints, varnishes and related products: Part 5 Mechanical tests: Sec 8 Determination of resistance to abrasion by abrasive-paper covered wheel and linearly reciprocating test specimen",MSV1-C2AB4E2086B7411F,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02834,Need applicable Indian Standard for Specification for unused insulating mineral oils for cables with oil ducts,MSV1-0A77A85A09F8D2E5,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02835,Need applicable Indian Standard for Nonanol - Specification,MSV1-CFC41B140F5AAFDE,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02836,Need applicable Indian Standard for Microfilming of technical drawings and other drawing office documents: Part 3 aperture card for 35 mm microfilm (First Revision),MSV1-F7B24AAE84D29FA6,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02837,"Need applicable Indian Standard for Specification for plaster shears, dental",MSV1-BCB1BF1D6170C6F8,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02838,"Need applicable Indian Standard for Gas turbines - Procurement: Part 8 inspection, testing, installation and commissioning",MSV1-53A3D6DAB29324F8,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02839,Need applicable Indian Standard for Monetary valuation of environmental impacts and related environmental aspects,MSV1-FF35307BB03CBE41,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02840,Need applicable Indian Standard for PLASTICS METHODS OF EXPOSURE TO DETERMINE THE WAVELENGTH DEPENDENT DEGRADATION USING SPECTRALLY DISPERSED RADIATION,MSV1-3305B798CBF2CB3C,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02841,Need applicable Indian Standard for Gradation of Post-Consumer ( Recycled ) Paper,MSV1-B21C8AE9505C9FB3,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02842,Need applicable Indian Standard for Rubber- Methods of Test Part 1 Measurement of vulcanization characteristics using curemeters Section 2 Oscillating disc curemeter,MSV1-E5726998059F5908,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02843,Need applicable Indian Standard for Graphic technology Determination of the energy consumption of digital printing devices including transitional and related modes,MSV1-DF626D60BAB18B00,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02844,"Need applicable Indian Standard for Alpha Naphthyl Acetic Acid, Technical - Specification (First Revision)",MSV1-32A298B3A8D8DD3E,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02845,Need applicable Indian Standard for Rotating electrical machines Part 25 AC electrical machines used in power drive systems - Application guide,MSV1-870F8897A0794D19,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02846,Need applicable Indian Standard for Luminaires Part 5: Particular requirements Section 4: Portable general purpose luminaires (First Revision),MSV1-1E9D54803C545761,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02847,Need applicable Indian Standard for HELICAL COMPRESSION SPRINGS PART 3 DATA SHEET FOR SPECIFICATIONS FOR SPRINGS MADE FROM CIRCULAR SECTION WIRE AND BAR (First Revision,MSV1-3DA97A46482CB23D,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02848,Need applicable Indian Standard for Laying and Finishing of Cement Concrete Tiles - Code of Practice (Second Revision),MSV1-AAE9FFA2BC42A367,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02849,Need applicable Indian Standard for Cage Suspension Gear for Winding in Mines Part 8 Clivey Hook Suspension Arrangements ( First Revision ),MSV1-C5EF56D353DCC8B9,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02850,Need applicable Indian Standard for Textiles – Tests for colour fastness Part G03 Colour fastness to ozone in the atmosphere,MSV1-8CA81F12B85C9847,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02851,Need applicable Indian Standard for Sensory analysis - Methodology - Guidelines for the preparation of samples for which direct sensory analysis is not feasible,MSV1-9A0CAC64EA919CD6,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02852,Need applicable Indian Standard for Specification for sewage screens,MSV1-5FA027640A613393,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02853,Need applicable Indian Standard for Cement Concrete Flooring Tiles - Specification (Second Revision),MSV1-8AE9E58D206C36ED,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02854,Need applicable Indian Standard for Chrome Belt Lace Leather — Specification (First Revision),MSV1-54CC76D29F0B1EBF,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02855,Need applicable Indian Standard for Recommendations for symbols for lubrications appearing on machine tools,MSV1-81B29B00DC2AAD68,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02856,Need applicable Indian Standard for Glossary of terms relating to metal for - Ming machines and tools: Part 3 metal forming technology and operations relating to sheet metal ( first revision ),MSV1-36C954BD5C8FA8A9,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02857,Need applicable Indian Standard for Specification for woven roving glass fabric for polyester - glass laminates for aerospace purposes,MSV1-BE8ADCA439AE77CD,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02858,"Need applicable Indian Standard for Horizontal Centrifugal Pump for Clear, Cold Water Part 2 General Purpose (Other than Agricultural and Rural Water Supply) — Specification (Third Revision)",MSV1-5DB669E0A32E7808,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02859,Need applicable Indian Standard for Textiles - Cotton Cordages for Resistance to Attack by Micro-organisms - Methods of Test (Second Revision),MSV1-D19B0ED255C5A7C9,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02860,Need applicable Indian Standard for Exchange Formats for the Audit Data Collection Standard - XML and JSON,MSV1-1AB2A5C6CF24611E,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02861,Need applicable Indian Standard for SOCKETS FOR WIRE ROPES FOR GENERAL PURPOSES PART 1 GENERAL CHARACTERISTICS AND CONDITIONS OF ACCEPTANCE First Revision,MSV1-56FC30F73B7E7511,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02862,"Need applicable Indian Standard for Lasers and laser - Related equipment - Test methods for laser beam widths, divergence angles and beam propagation ratios: Part 3 intrinsic and geometrical laser beam classification, propagation and details of test methods (First Revision)",MSV1-86708CC6C9F65757,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02863,Need applicable Indian Standard for Specification for Thermosetting Insulated Fire Survival Cables for Fixed Installation having Low Emission of Smoke and Corrosive Gases when Affected by Fire for Working Voltages upto and including 1 100 V a.c. and 1 500 V d.c.,MSV1-584E200B8D3D75F1,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02864,Need applicable Indian Standard for Dentistry Dental tweezers,MSV1-C4AD9453A8CC9CA5,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02865,Need applicable Indian Standard for Phosphate solubilizing fungal inoculants - Aspergillus awamori specification,MSV1-D9D0F348B98EC347,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02866,Need applicable Indian Standard for Intravascular Catheters - Sterile and Single-Use Catheters Part 7 Peripherally Inserted Central Catheters,MSV1-7A8F5F2A656A676C,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02867,Need applicable Indian Standard for Specification for electroplated coatings of nickel plus chromium on plastics for decorative purposes (First Revision),MSV1-4DB3FE97082587EE,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02868,Need applicable Indian Standard for Health informatics - Public key infrastructure: Part 2 certificate profile,MSV1-C9DDECD4BC6D9DE8,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02869,"Need applicable Indian Standard for Specifications for particular types of winding wires: Part 29 polyester or polyesterimide overcoated with polyamide - Imide enamelled rectangular copper wire, class 200",MSV1-F61ED28988B239E6,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02870,"Need applicable Indian Standard for Equipment reliability testing: Part 4 statistical procedures for exponential distribution - Point estimates, confidence intervals, prediction intervals and tolerance intervals (First Revision)",MSV1-1ADF61C2B81A3239,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02871,Need applicable Indian Standard for Automotive tyres - Selection and inspection of retreadable tyre casing (First Revision),MSV1-D55AF520A274490C,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02872,Need applicable Indian Standard for Electric Gas Lighters,MSV1-0E45E5C848EBCC0C,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02873,Need applicable Indian Standard for Cage suspension gear for winding in mines - Specification: Part 2 cappels (First Revision),MSV1-B0DA63FE1063C434,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02874,"Need applicable Indian Standard for ISO general purpose metric screw threads: Part 4 Selected sizes for bolts, screws, studs and nuts (third revision)",MSV1-485509C45F65ED5B,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02875,Need applicable Indian Standard for Environmental Testing Part 2 Tests Section 47 Mounting of specimens for vibration impact and similar dynamic tests,MSV1-3175EE4F09EB6F05,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02876,Need applicable Indian Standard for Materials and articles in contact with foodstuffs - Cutlery and table holloware: Part 2 requirements for stainless steel and silver - Plated cutlery,MSV1-A3DC81F59533959D,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02877,Need applicable Indian Standard for Bonded Abrasive Products — Dimensions Part 12 Grinding Wheels for Deburring and Fettling on a Straight Grinder,MSV1-727A5F20802DFD52,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02878,Need applicable Indian Standard for Specification for cylindrical setting masters (First Revision),MSV1-82AB680BBB8CB617,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02879,Need applicable Indian Standard for ENT Surgery Instruments - Redressing Forceps - Asch-s Pattern - Specification (First Revision),MSV1-D7640A1B6F9CA009,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02880,Need applicable Indian Standard for Safety requirements for power electronic converter systems and equipment Part 1 General,MSV1-234525353C9C28C2,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02881,Need applicable Indian Standard for Code of practice for site investigations for foundation in gravel - Boulder deposit,MSV1-6EB8CD6DCA617587,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02882,Need applicable Indian Standard for Vitreous sanitary appliances (Vitreous China) - specification: Part 4 Specific requirements of wash basins (fourth revision),MSV1-824F2818BDBB94B5,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02883,Need applicable Indian Standard for Specification for pressure reducing valves for domestic water supply systems,MSV1-ADAA76E36DF3401F,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02884,Need applicable Indian Standard for Automotive Vehicles - Pneumatic Tyres for Passenger Car Vehicles- Diagonal and Radial Ply - Specification— Amendment no. 2,MSV1-F44079ADAF505C42,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02885,Need applicable Indian Standard for Textiles - Bullet resistant jackets - Performance requirements,MSV1-E0F9CCAE89711AB3,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02886,Need applicable Indian Standard for Methods of Sampling and Test (Physical and Chemical) for Water and Waste Water Part 74 Vanadium,MSV1-0485935E67111EE2,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02887,Need applicable Indian Standard for Small Craft - Hull Construction and Scantlings: Part 8 Rudders,MSV1-E091FF6B181B113A,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02888,Need applicable Indian Standard for Method of Chemical Analysis of Hydraulic Cement (First Revision),MSV1-B033273838914E73,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02889,Need applicable Indian Standard for Iron Ore Pellets for Shaft Direct-reduction Feedstocks - Determination of the Clustering Index,MSV1-A38B584DBDF188F3,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02890,"Need applicable Indian Standard for Gas welding equipment - Pressure regulators and pressure regulators with flow - Metering devices for gas cylinders used in welding, cutting and allied processes up to 300 bar (30 MPA) (Third Revision)",MSV1-2F0B1F7EDDEF0F5E,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02891,"Need applicable Indian Standard for Textile Dyestuffs — Natural Dye from Red Flowers of Canna indica (Indian Shot, Sarvajjaya) — Identification",MSV1-D5BDE197AB0DB24D,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02892,Need applicable Indian Standard for Information Technology Part 2: Home Electronic Systems (HES) Architecture Section 1: Introduction and Device Modularity,MSV1-3923DFBC8F2561E7,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02893,Need applicable Indian Standard for Crop Protection Equipment - Hand-operated stirrup-type - Specification (sixth revision),MSV1-781B69FF91C94982,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02894,Need applicable Indian Standard for Method of measurement of building and civil engineering work: Part 26 acid resistant lining,MSV1-F78DF221FA7A1A95,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02895,Need applicable Indian Standard for Textiles - Cotton Socks - Specification ( Second Revision ),MSV1-16746DD7CF96ED25,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02896,Need applicable Indian Standard for By-Product Gypsum for Construction - Specification (Second Revision),MSV1-60A0CA84A6F90365,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02897,Need applicable Indian Standard for Deepwell Handpumps Components and Special Tools Specification,MSV1-B8197B46E741CEF5,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02898,Need applicable Indian Standard for Brushes sash tool for paints and varnishes - Specification (Fifth Revision) Amendment - 1,MSV1-050E8696BF3C2BC6,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02899,Need applicable Indian Standard for TEXTILES - MAN-MADE FIBRES CONTINUOUS FILAMENT FLAT YARNS - METHODS OF TEST PART 1 LINEAR DENSITY (Second Revision),MSV1-95E75B7047D0F0A8,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02900,Need applicable Indian Standard for Information Technology Cross-Jurisdictional and Societal Aspects of Implementation of Biometric Technologies Pictograms Icons and Symbols for use With Biometric Systems Part 4: Fingerprint Applications,MSV1-5648001D1B228508,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02901,"Need applicable Indian Standard for Specification for chisel, osseous, dental",MSV1-C5A9205DEB8558ED,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02902,Need applicable Indian Standard for Refractory bricks for use in rotary kilns - Dimensions,MSV1-94B2639ECE6C6343,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02903,Need applicable Indian Standard for Guidelines for registration of plumbers,MSV1-9156B3663942EDDB,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02904,Need applicable Indian Standard for Medical electrical equipment: Part 2 particular requirements for the basic safety and essential performance: Sec 39 peritoneal dialysis equipment,MSV1-A034B38E363C5064,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02905,Need applicable Indian Standard for Building construction machinery and equipment - External vibrators for concrete,MSV1-793D2ACC9728393D,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02906,Need applicable Indian Standard for Method for atomic absorption spectrophotometric determination of arsenic,MSV1-E8B99E2609107F4B,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02907,"Need applicable Indian Standard for Retractor, Alae, Kilner's Pattern",MSV1-C872A147CABC8113,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02908,Need applicable Indian Standard for Construction of spillways and similar overflow structures - Code of practice (Second Revision),MSV1-EF4DAC26AD28EC65,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02909,Need applicable Indian Standard for Methods of test for cables: Part 48 partial dischar6e test,MSV1-0750A398057D869F,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02910,Need applicable Indian Standard for Spring - Operated impact - Test apparatus and its calibration - Specification,MSV1-F161EA629A3AF6F4,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02911,Need applicable Indian Standard for Specification for equipment for environmental tests for electronic and electrical items: Part 6 constant relative humidity chamber (Non - Injection Type),MSV1-E959BE2823A9C068,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02912,Need applicable Indian Standard for Code of practice for fire precautions in welding and cutting operations (First Revision),MSV1-A54563383A057B23,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02913,Need applicable Indian Standard for Block boards - Specification (Fourth Revision) Amendment No - 3,MSV1-D6CE48ADF7F7B71A,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02914,Need applicable Indian Standard for Paddy Dehusker — Centrifugal Type — Specification ( First Revision ),MSV1-8943A5028F1C1C21,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02915,Need applicable Indian Standard for HIGH-VOLTAGE SWITCHGEAR AND CONTROLGEAR PART 1 COMMON SPECIFICATIONS FOR ALTERNATING CURRENT SWITCHGEAR AND CONTROLGEAR,MSV1-958C928AED78FF36,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02916,Need applicable Indian Standard for Electric Rickshaw E-Kart Construction and Functional Safety Requirements Specification,MSV1-99455A3CD55D85D0,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02917,Need applicable Indian Standard for Prosthetics and Orthotics Limb Deficiencies Part 5 Description of the Clinical Condition of the Person Who Has Had an Amputation,MSV1-6AC0C838C6E5B4DA,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02918,Need applicable Indian Standard for Performance requirements for adhesives for structural laminated wood products for use under exterior exposure conditions,MSV1-1D2B4DDF5BCC5009,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02919,"Need applicable Indian Standard for Specification for barium carbonate, pesticidal grade",MSV1-2E724DFEB91B3079,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02920,Need applicable Indian Standard for Automotive Vehicles — Wheel Rims for Two and Three Wheeled Vehicles Part 3 Spoke Wheel Rims — Methods of Tests and Requirements,MSV1-B47EB150F8A44B76,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02921,Need applicable Indian Standard for Stress Relaxation of Gasket Material — Method of Test (Second Revision),MSV1-B53E513684A3BBFD,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02922,Need applicable Indian Standard for Specification for deflection coil up used with TV picture tubes: Part 4 type DCU2S for 310 mm and 340 mm picture tubes,MSV1-595F5EA699C10D44,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02923,Need applicable Indian Standard for Dimensions for neck finishes: Part 6 dual neck finish (First Revision),MSV1-BAFC458D09FFF16C,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02924,Need applicable Indian Standard for Specification for piezo - Electric filters for use in telecommunication and measuring equipment: Part 1 general requirements and tests,MSV1-A30B1AFD36E420E7,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02925,Need applicable Indian Standard for Mains operated clocks specification,MSV1-E9DCF3EDD50935A5,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02926,Need applicable Indian Standard for Electrical Installation in Ships - Specification Part 3 Equipment Section 2 Low Voltage Switchgear and Controlgear Assemblies - Marine Power ( First Revision ),MSV1-15DE6194A17BFFE3,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02927,Need applicable Indian Standard for FIRE RESISTANT GLASS - SPECIFICATION,MSV1-6A0ECE6F43C0B670,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02928,Need applicable Indian Standard for Specification for driving squares for hand socket wrenches,MSV1-269946586B730E30,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02929,Need applicable Indian Standard for Specification for seedlac (Second Revision),MSV1-2B7CD806D9632C8E,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02930,Need applicable Indian Standard for Specification for glass globes for internal lighting of passenger coaches,MSV1-A00F8BD3CB2E0961,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02931,"Need applicable Indian Standard for Specification for cups, vacuum extraction",MSV1-9BC3A3AEE073C0F1,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02932,Need applicable Indian Standard for Cane crushing rollers for sugar industry - Specification (First Revision),MSV1-08C07EEA5A20E8F7,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02933,"Need applicable Indian Standard for HEAT-TREATABLE STEELS, ALLOY STEELS AND FREE-CUTTING STEELS - BALL AND ROLLER BEARING STEELS ( First Revision )",MSV1-54182F5465FD020C,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02934,Need applicable Indian Standard for STEEL WIRE ROPES FOR AERIAL ROPEWAYS - SPECIFICATION PART 1 HAULING AND CARRYING HAULING ROPE (Second Revision),MSV1-114694FAA6903706,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-02935,Need applicable Indian Standard for Ksharasutra Cabinet Specification,MSV1-F8568BD728FF80BD,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
